Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Source_Sheet,Source_DB
Acute viral myocarditis WP4298,1/86,5.0410282578844209E-2,7.1490946202724517E-2,0,0,21.286631016042779,63.595089599609956,GSK3B,Gluconeogenesis,wikipathways
ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336,1/86,5.0410282578844209E-2,7.1490946202724517E-2,0,0,21.286631016042779,63.595089599609956,GSK3B,Gluconeogenesis,wikipathways
Androgen receptor signaling pathway WP138,1/90,5.2697238674974604E-2,7.2213483970861844E-2,0,0,20.325842696629213,59.822862127609227,GSK3B,Gluconeogenesis,wikipathways
ErbB signaling pathway WP673,1/91,5.3268188288120896E-2,7.2213483970861844E-2,0,0,20.098989898989899,58.938598932853118,GSK3B,Gluconeogenesis,wikipathways
Corticotropin-releasing hormone signaling pathway WP2355,1/93,5.440914131550411E-2,7.2213483970861844E-2,0,0,19.660079051383399,57.234876289079708,GSK3B,Gluconeogenesis,wikipathways
LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258,1/94,5.4979145063769622E-2,7.2213483970861844E-2,0,0,19.44770283479961,56.41392256593172,GSK3B,Gluconeogenesis,wikipathways
Thyroid hormones production and their peripheral downstream signaling effects WP4746,1/95,5.5548833823739881E-2,7.2213483970861844E-2,0,0,19.239845261121857,55.612633361315446,GSK3B,Gluconeogenesis,wikipathways
Neural Crest Differentiation WP2064,1/101,5.8960360820228652E-2,7.4889874799789341E-2,0,0,18.079999999999998,51.182489597636589,GSK3B,Gluconeogenesis,wikipathways
Wnt signaling pathway and pluripotency WP399,1/102,5.9527849199832554E-2,7.4889874799789341E-2,0,0,17.900090009000902,50.501721239958272,GSK3B,Gluconeogenesis,wikipathways
Senescence and Autophagy in Cancer WP615,1/105,6.122843268090386E-2,7.5806630938261926E-2,0,0,17.38111888111888,48.547961155895422,GSK3B,Gluconeogenesis,wikipathways
DNA damage response (only ATM dependent) WP710,1/110,6.4056475811433547E-2,7.8068829895184641E-2,0,0,16.579649708090074,45.560714091353951,GSK3B,Gluconeogenesis,wikipathways
Gastrin signaling pathway WP4659,1/114,6.6313285228921021E-2,7.8512027340689322E-2,0,0,15.989541432019308,43.38546242886158,GSK3B,Gluconeogenesis,wikipathways
Wnt signaling WP428,1/115,6.6876707624933057E-2,7.8512027340689322E-2,0,0,15.848484848484848,42.868638611078062,GSK3B,Gluconeogenesis,wikipathways
ESC Pluripotency Pathways WP3931,1/116,6.7439818356745951E-2,7.8512027340689322E-2,0,0,15.709881422924902,42.362004092723232,GSK3B,Gluconeogenesis,wikipathways
Cell cycle WP179,1/120,6.968914773080194E-2,7.9937551808861043E-2,0,0,15.178762414056532,40.431831445855714,GSK3B,Gluconeogenesis,wikipathways
Ectoderm Differentiation WP2858,1/138,7.9749718693422039E-2,9.0151855914303164E-2,0,0,13.172528201725282,33.311506865252262,PGM1,Gluconeogenesis,wikipathways
Brain-derived neurotrophic factor (BDNF) signaling pathway WP2380,1/144,8.308101560487012E-2,9.2575988816855276E-2,0,0,12.616020343293071,31.387889738679515,GSK3B,Gluconeogenesis,wikipathways
Integrated breast cancer pathway WP1984,1/152,8.750554999553678E-2,9.5992673101808756E-2,0,0,11.94280553883203,29.093307967223456,GSK3A,Gluconeogenesis,wikipathways
Breast cancer pathway WP4262,1/154,8.8608621324746548E-2,9.5992673101808756E-2,0,0,11.785502079619727,28.562472126761907,GSK3B,Gluconeogenesis,wikipathways
Epithelial to mesenchymal transition in colorectal cancer WP4239,1/160,9.1910505584944999E-2,9.8205745693502877E-2,0,0,11.337335620354489,27.061539213996053,GSK3B,Gluconeogenesis,wikipathways
Chemokine signaling pathway WP3929,1/164,9.4105665950910758E-2,9.9192458705014031E-2,0,0,11.056887897378695,26.13115251802758,GSK3B,Gluconeogenesis,wikipathways
Focal Adhesion WP306,1/198,0.11256908393690102,0.11707184729437706,0,0,9.1329026303645602,19.947977849834988,GSK3B,Gluconeogenesis,wikipathways
Circadian rhythm related genes WP3594,1/201,0.11418153310963532,0.11718631029673099,0,0,8.9945454545454542,19.517855136107741,GSK3B,Gluconeogenesis,wikipathways
IL-18 signaling pathway WP4754,1/272,0.15156771036528016,0.15353612218820586,0,0,6.6142234149614225,12.47920625870152,GSK3B,Gluconeogenesis,wikipathways
VEGFA-VEGFR2 Signaling Pathway WP3888,1/432,0.23057564766560595,0.23057564766560595,0,0,4.1250790972368696,6.0522182085051508,GSK3B,Gluconeogenesis,wikipathways
Glycogen Synthesis and Degradation WP500,4/40,1.7150492788048153E-9,2.0580591345657784E-8,0,0,443.44444444444446,8950.4046305302963,PYGB;PYGM;PYGL;PGM1,Gluconeogenesis,wikipathways
Glucuronidation WP698,3/26,1.6295949721380597E-7,9.7775698328283584E-7,0,0,434.08695652173913,6784.6767511856724,PGM2;PGM5;PGM1,Gluconeogenesis,wikipathways
PI3K-Akt signaling pathway WP4172,3/340,3.7910484895495295E-4,1.5164193958198118E-3,0,0,29.160237388724035,229.71553631563273,G6PC2;G6PC;G6PC3,Gluconeogenesis,wikipathways
Pathways in clear cell renal cell carcinoma WP4018,2/85,6.3028283688298904E-4,1.8908485106489672E-3,0,0,68.53012048192771,505.02188772388456,PGM2;PGM1,Gluconeogenesis,wikipathways
Glycolysis and Gluconeogenesis WP534,1/45,2.0072530463390581E-2,4.8174073112137394E-2,0,0,56.667613636363633,221.47987353276542,G6PC,Gluconeogenesis,wikipathways
Amino Acid metabolism WP3925,1/91,4.0220252479191559E-2,6.9692787969826281E-2,0,0,27.640277777777779,88.818843426343989,G6PC2,Gluconeogenesis,wikipathways
TNF-alpha signaling pathway WP231,1/92,4.0654126315732002E-2,6.9692787969826281E-2,0,0,27.335164835164836,87.545100688435838,PYGL,Gluconeogenesis,wikipathways
DNA damage response (only ATM dependent) WP710,1/110,4.843410188094173E-2,7.2509816041474828E-2,0,0,22.800458715596331,69.029554527160585,G6PC,Gluconeogenesis,wikipathways
Angiopoietin Like Protein 8 Regulatory Pathway WP3915,1/132,5.7866768719600295E-2,7.2509816041474828E-2,0,0,18.950381679389313,54.00123507299854,G6PC,Gluconeogenesis,wikipathways
Ectoderm Differentiation WP2858,1/138,6.0424846701229031E-2,7.2509816041474828E-2,0,0,18.114963503649633,50.837016399857454,PGM1,Gluconeogenesis,wikipathways
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706,1/158,6.8907244430395656E-2,7.5171539378613442E-2,0,0,15.79140127388535,42.241903064880837,G6PC,Gluconeogenesis,wikipathways
IL-18 signaling pathway WP4754,1/272,0.11597009421931868,0.11597009421931868,0,0,9.0959409594095941,19.596503768950914,PYGB,Gluconeogenesis,wikipathways
Urea cycle and metabolism of amino groups WP497,6/21,1.7071852291583021E-17,1.8779037520741325E-16,0,0,3995.4,154258.80066292384,ARG2;CPS1;ARG1;ASL;ASS1;OTC,Gluconeogenesis,wikipathways
Urea cycle and related diseases WP4571,5/9,2.6443767289423328E-16,1.454407200918283E-15,0,0,8328.3333333333339,298728.37279949087,CPS1;ARG1;ASL;ASS1;OTC,Gluconeogenesis,wikipathways
Urea cycle and associated pathways WP4595,5/24,8.9052696416974548E-14,3.2652655352890668E-13,0,0,1752.0175438596491,52647.335466459233,CPS1;ARG1;ASL;ASS1;OTC,Gluconeogenesis,wikipathways
Amino Acid metabolism WP3925,6/91,2.0851177642491309E-13,5.7340738516851105E-13,0,0,702.6,20515.063441800212,ARG2;CPS1;ARG1;CAD;ASS1;OTC,Gluconeogenesis,wikipathways
Biomarkers for urea cycle disorders WP4583,4/12,5.1907345292919795E-12,1.1419615964442356E-11,0,0,2498,64908.396460605429,ARG1;ASL;ASS1;OTC,Gluconeogenesis,wikipathways
Pyrimidine metabolism and related diseases WP4225,3/17,2.8485265782063636E-8,5.2222987267116667E-8,0,0,856.2,14875.515091456709,CPS1;CAD;OTC,Gluconeogenesis,wikipathways
Alanine and aspartate metabolism WP106,2/12,9.2214027460096553E-6,1.4490775743729458E-5,0,0,666.06666666666672,7722.3658701781433,ASL;ASS1,Gluconeogenesis,wikipathways
Endothelin Pathways WP2197,1/33,1.3126184702817524E-2,1.8048503966374096E-2,0,0,89.107142857142861,386.1142784895618,CAD,Gluconeogenesis,wikipathways
Pyrimidine metabolism WP4022,1/85,3.3504105816256062E-2,4.0949462664312965E-2,0,0,33.857142857142854,114.98181239681574,CAD,Gluconeogenesis,wikipathways
Spinal Cord Injury WP2431,1/118,4.6244434404317553E-2,5.0868877844749312E-2,0,0,24.267399267399266,74.593475481613424,ARG1,Gluconeogenesis,wikipathways
IL-18 signaling pathway WP4754,1/272,0.10377659812326195,0.10377659812326195,0,0,10.395888244596732,23.552038524197574,ARG1,Gluconeogenesis,wikipathways
