HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
CBS,0.28,0.06218,Iwamoto_BA10_MDD,MDD,Human
CBX3,-0.03,0.84825,Iwamoto_BA10_MDD,MDD,Human
CCL11,-0.60,0.18074,Iwamoto_BA10_MDD,MDD,Human
CCL17,0.21,0.59462,Iwamoto_BA10_MDD,MDD,Human
CCL2,-0.05,0.71442,Iwamoto_BA10_MDD,MDD,Human
CCL20,-0.93,0.12967,Iwamoto_BA10_MDD,MDD,Human
CCL5,-0.17,0.40248,Iwamoto_BA10_MDD,MDD,Human
CCL7,0.22,0.61313,Iwamoto_BA10_MDD,MDD,Human
CCNA2,-0.07,0.23390,Iwamoto_BA10_MDD,MDD,Human
CCNB2,0.02,0.95141,Iwamoto_BA10_MDD,MDD,Human
CCND1,-0.14,0.45193,Iwamoto_BA10_MDD,MDD,Human
CCND2,-0.07,0.60506,Iwamoto_BA10_MDD,MDD,Human
CCNE1,0.00,0.29459,Iwamoto_BA10_MDD,MDD,Human
CCNG1,0.62,0.10175,Iwamoto_BA10_MDD,MDD,Human
CCNG2,0.27,0.25109,Iwamoto_BA10_MDD,MDD,Human
CCNH,-0.60,0.15810,Iwamoto_BA10_MDD,MDD,Human
CCR1,0.20,0.45065,Iwamoto_BA10_MDD,MDD,Human
CCR3,0.00,0.99680,Iwamoto_BA10_MDD,MDD,Human
CCR4,-0.44,0.10395,Iwamoto_BA10_MDD,MDD,Human
CCR5,0.67,0.05462,Iwamoto_BA10_MDD,MDD,Human
CCR8,0.13,0.80907,Iwamoto_BA10_MDD,MDD,Human
CCS,-0.19,0.16200,Iwamoto_BA10_MDD,MDD,Human
CD14,0.28,0.53086,Iwamoto_BA10_MDD,MDD,Human
CD19,0.53,0.13845,Iwamoto_BA10_MDD,MDD,Human
CD22,-0.05,0.84834,Iwamoto_BA10_MDD,MDD,Human
CD28,0.15,0.70566,Iwamoto_BA10_MDD,MDD,Human
CD36,0.00,0.99835,Iwamoto_BA10_MDD,MDD,Human
CD3D,0.11,0.81643,Iwamoto_BA10_MDD,MDD,Human
CD4,-0.11,0.72975,Iwamoto_BA10_MDD,MDD,Human
CD40,0.18,0.43528,Iwamoto_BA10_MDD,MDD,Human
CD40LG,-0.44,0.24943,Iwamoto_BA10_MDD,MDD,Human
CD44,-0.08,0.52495,Iwamoto_BA10_MDD,MDD,Human
CD79A,-0.09,0.71648,Iwamoto_BA10_MDD,MDD,Human
CD79B,-0.27,0.08758,Iwamoto_BA10_MDD,MDD,Human
CD80,-0.54,0.17601,Iwamoto_BA10_MDD,MDD,Human
CD81,0.13,0.32350,Iwamoto_BA10_MDD,MDD,Human
CD86,-0.49,0.24687,Iwamoto_BA10_MDD,MDD,Human
CDA,-0.43,0.22600,Iwamoto_BA10_MDD,MDD,Human
CDC14B,0.28,0.19818,Iwamoto_BA10_MDD,MDD,Human
CDC20,0.00,0.99482,Iwamoto_BA10_MDD,MDD,Human
CDC25A,-0.04,0.38864,Iwamoto_BA10_MDD,MDD,Human
CDC37,-0.24,0.06460,Iwamoto_BA10_MDD,MDD,Human
CDC42,-0.38,0.14059,Iwamoto_BA10_MDD,MDD,Human
CDC45,0.15,0.47660,Iwamoto_BA10_MDD,MDD,Human
CDC6,0.25,0.50959,Iwamoto_BA10_MDD,MDD,Human
CDC7,-0.02,0.91916,Iwamoto_BA10_MDD,MDD,Human
CDH1,0.03,0.18075,Iwamoto_BA10_MDD,MDD,Human
CDH5,0.22,0.33714,Iwamoto_BA10_MDD,MDD,Human
CDIPT,-0.16,0.09840,Iwamoto_BA10_MDD,MDD,Human
CDK1,0.19,0.53760,Iwamoto_BA10_MDD,MDD,Human
CDK2,-0.10,0.71987,Iwamoto_BA10_MDD,MDD,Human
CDK4,0.03,0.81550,Iwamoto_BA10_MDD,MDD,Human
CDK5,-0.19,0.28009,Iwamoto_BA10_MDD,MDD,Human
CDK5R1,0.04,0.40564,Iwamoto_BA10_MDD,MDD,Human
CDK6,-0.05,0.87749,Iwamoto_BA10_MDD,MDD,Human
CDK7,0.02,0.46353,Iwamoto_BA10_MDD,MDD,Human
CDK9,-0.01,0.93423,Iwamoto_BA10_MDD,MDD,Human
CDKN1A,0.46,0.17746,Iwamoto_BA10_MDD,MDD,Human
CDKN1B,0.08,0.73025,Iwamoto_BA10_MDD,MDD,Human
CDKN2A,0.12,0.83435,Iwamoto_BA10_MDD,MDD,Human
CDKN2B,-0.42,0.09980,Iwamoto_BA10_MDD,MDD,Human
CDKN2C,0.07,0.58168,Iwamoto_BA10_MDD,MDD,Human
CDKN2D,0.11,0.20274,Iwamoto_BA10_MDD,MDD,Human
CDX2,-0.15,0.61946,Iwamoto_BA10_MDD,MDD,Human
CEBPA,-0.14,0.39962,Iwamoto_BA10_MDD,MDD,Human
CEBPB,0.10,0.67022,Iwamoto_BA10_MDD,MDD,Human
CFL1,0.02,0.88809,Iwamoto_BA10_MDD,MDD,Human
CFLAR,-0.06,0.16713,Iwamoto_BA10_MDD,MDD,Human
CHD8,-0.11,0.30805,Iwamoto_BA10_MDD,MDD,Human
CHEK1,0.41,0.49134,Iwamoto_BA10_MDD,MDD,Human
CHRM3,0.03,0.90662,Iwamoto_BA10_MDD,MDD,Human
CHRNA4,-0.24,0.53606,Iwamoto_BA10_MDD,MDD,Human
CHRNA7,0.21,0.24553,Iwamoto_BA10_MDD,MDD,Human
CHUK,-0.09,0.37786,Iwamoto_BA10_MDD,MDD,Human
CKB,-0.04,0.73184,Iwamoto_BA10_MDD,MDD,Human
CLIP1,-0.06,0.70629,Iwamoto_BA10_MDD,MDD,Human
CLOCK,-0.07,0.55353,Iwamoto_BA10_MDD,MDD,Human
CLTA,-0.11,0.42972,Iwamoto_BA10_MDD,MDD,Human
CNGB1,0.10,0.65682,Iwamoto_BA10_MDD,MDD,Human
CNOT1,0.00,0.99016,Iwamoto_BA10_MDD,MDD,Human
CNR1,-0.05,0.78976,Iwamoto_BA10_MDD,MDD,Human
COL1A1,-0.07,0.37743,Iwamoto_BA10_MDD,MDD,Human
COMT,-0.01,0.96327,Iwamoto_BA10_MDD,MDD,Human
COX11,0.00,0.98067,Iwamoto_BA10_MDD,MDD,Human
COX17,-0.09,0.60462,Iwamoto_BA10_MDD,MDD,Human
COX4I1,-0.06,0.48661,Iwamoto_BA10_MDD,MDD,Human
COX5A,-0.15,0.52065,Iwamoto_BA10_MDD,MDD,Human
COX5B,-0.03,0.77405,Iwamoto_BA10_MDD,MDD,Human
COX6A1,0.02,0.79746,Iwamoto_BA10_MDD,MDD,Human
COX6C,-0.10,0.58105,Iwamoto_BA10_MDD,MDD,Human
COX7A1,-0.13,0.28132,Iwamoto_BA10_MDD,MDD,Human
COX7B,-0.07,0.75169,Iwamoto_BA10_MDD,MDD,Human
COX7C,0.07,0.56279,Iwamoto_BA10_MDD,MDD,Human
COX8A,-0.06,0.58718,Iwamoto_BA10_MDD,MDD,Human
CP,-0.20,0.38356,Iwamoto_BA10_MDD,MDD,Human
CPS1,-0.18,0.53222,Iwamoto_BA10_MDD,MDD,Human
CPT1A,-0.39,0.29400,Iwamoto_BA10_MDD,MDD,Human
CPT1B,0.03,0.70713,Iwamoto_BA10_MDD,MDD,Human
CR2,0.43,0.31537,Iwamoto_BA10_MDD,MDD,Human
CRAT,0.03,0.75175,Iwamoto_BA10_MDD,MDD,Human
CREB1,-0.15,0.11839,Iwamoto_BA10_MDD,MDD,Human
CREB3,-0.03,0.78371,Iwamoto_BA10_MDD,MDD,Human
CREBBP,0.19,0.18173,Iwamoto_BA10_MDD,MDD,Human
CRH,-0.37,0.08633,Iwamoto_BA10_MDD,MDD,Human
CRHR1,0.01,0.27304,Iwamoto_BA10_MDD,MDD,Human
CRK,0.10,0.63261,Iwamoto_BA10_MDD,MDD,Human
CS,-0.16,0.23373,Iwamoto_BA10_MDD,MDD,Human
CSF1,-0.37,0.06923,Iwamoto_BA10_MDD,MDD,Human
CSF1R,0.21,0.34579,Iwamoto_BA10_MDD,MDD,Human
CSF2,-0.50,0.21313,Iwamoto_BA10_MDD,MDD,Human
CSF2RB,0.23,0.45121,Iwamoto_BA10_MDD,MDD,Human
CSF3,0.05,0.78599,Iwamoto_BA10_MDD,MDD,Human
CSF3R,0.19,0.40540,Iwamoto_BA10_MDD,MDD,Human
CSH1,-0.02,0.97437,Iwamoto_BA10_MDD,MDD,Human
CSN2,-0.44,0.02844,Iwamoto_BA10_MDD,MDD,Human
CSNK1D,-0.15,0.28903,Iwamoto_BA10_MDD,MDD,Human
CSNK2A1,0.06,0.50514,Iwamoto_BA10_MDD,MDD,Human
CTBP1,-0.01,0.92927,Iwamoto_BA10_MDD,MDD,Human
CTH,0.77,0.08311,Iwamoto_BA10_MDD,MDD,Human
CTNNA1,0.08,0.54436,Iwamoto_BA10_MDD,MDD,Human
CTNNB1,0.23,0.13041,Iwamoto_BA10_MDD,MDD,Human
CTNNBIP1,-0.31,0.42599,Iwamoto_BA10_MDD,MDD,Human
CTNND1,-0.04,0.82054,Iwamoto_BA10_MDD,MDD,Human
CTPS1,-0.18,0.29525,Iwamoto_BA10_MDD,MDD,Human
CTSD,0.02,0.85776,Iwamoto_BA10_MDD,MDD,Human
CUL1,-0.01,0.81779,Iwamoto_BA10_MDD,MDD,Human
CUL2,-0.11,0.74808,Iwamoto_BA10_MDD,MDD,Human
CUL3,-0.42,0.03692,Iwamoto_BA10_MDD,MDD,Human
CX3CL1,-0.07,0.56626,Iwamoto_BA10_MDD,MDD,Human
CXCL1,-0.37,0.41773,Iwamoto_BA10_MDD,MDD,Human
CXCL10,-0.12,0.81488,Iwamoto_BA10_MDD,MDD,Human
CXCL12,0.05,0.48286,Iwamoto_BA10_MDD,MDD,Human
CXCL8,0.03,0.88320,Iwamoto_BA10_MDD,MDD,Human
CXCR2,0.16,0.33825,Iwamoto_BA10_MDD,MDD,Human
CXCR4,0.05,0.78305,Iwamoto_BA10_MDD,MDD,Human
CXCR6,-0.70,0.03581,Iwamoto_BA10_MDD,MDD,Human
CYBA,0.09,0.40954,Iwamoto_BA10_MDD,MDD,Human
CYBB,-0.28,0.40770,Iwamoto_BA10_MDD,MDD,Human
CYC1,-0.10,0.56244,Iwamoto_BA10_MDD,MDD,Human
CYCS,0.06,0.71285,Iwamoto_BA10_MDD,MDD,Human
CYP11A1,0.12,0.36847,Iwamoto_BA10_MDD,MDD,Human
CYP11B1,-0.21,0.37773,Iwamoto_BA10_MDD,MDD,Human
CYP17A1,-0.06,0.84595,Iwamoto_BA10_MDD,MDD,Human
CYP1A1,-0.06,0.64141,Iwamoto_BA10_MDD,MDD,Human
CYP1B1,0.11,0.62337,Iwamoto_BA10_MDD,MDD,Human
CYP21A2,0.08,0.72152,Iwamoto_BA10_MDD,MDD,Human
CYP24A1,0.35,0.56787,Iwamoto_BA10_MDD,MDD,Human
CYP27A1,-0.34,0.46255,Iwamoto_BA10_MDD,MDD,Human
CYP2B6,-0.02,0.89004,Iwamoto_BA10_MDD,MDD,Human
CYP2C19,-0.25,0.46599,Iwamoto_BA10_MDD,MDD,Human
CYP2C8,0.02,0.79824,Iwamoto_BA10_MDD,MDD,Human
CYP2E1,-0.06,0.39572,Iwamoto_BA10_MDD,MDD,Human
CYP2J2,-0.12,0.57412,Iwamoto_BA10_MDD,MDD,Human
CYP3A4,-0.15,0.19382,Iwamoto_BA10_MDD,MDD,Human
CYP4F3,0.04,0.92614,Iwamoto_BA10_MDD,MDD,Human
CYP7A1,-0.64,0.26585,Iwamoto_BA10_MDD,MDD,Human
DAXX,0.11,0.55687,Iwamoto_BA10_MDD,MDD,Human
DBF4,0.64,0.10784,Iwamoto_BA10_MDD,MDD,Human
DBH,-0.28,0.27674,Iwamoto_BA10_MDD,MDD,Human
DBI,0.16,0.23183,Iwamoto_BA10_MDD,MDD,Human
DCC,0.49,0.22209,Iwamoto_BA10_MDD,MDD,Human
DCK,-0.10,0.54441,Iwamoto_BA10_MDD,MDD,Human
DCT,0.22,0.60273,Iwamoto_BA10_MDD,MDD,Human
DCTD,-0.02,0.76048,Iwamoto_BA10_MDD,MDD,Human
DDB2,-0.12,0.36924,Iwamoto_BA10_MDD,MDD,Human
DDC,-0.25,0.39614,Iwamoto_BA10_MDD,MDD,Human
DDIT3,0.32,0.18610,Iwamoto_BA10_MDD,MDD,Human
DDIT4,0.17,0.46684,Iwamoto_BA10_MDD,MDD,Human
DDX5,0.00,0.99978,Iwamoto_BA10_MDD,MDD,Human
DHODH,-0.15,0.63204,Iwamoto_BA10_MDD,MDD,Human
DIAPH1,0.04,0.73767,Iwamoto_BA10_MDD,MDD,Human
DIO1,-0.29,0.30696,Iwamoto_BA10_MDD,MDD,Human
DIO2,0.03,0.91962,Iwamoto_BA10_MDD,MDD,Human
DIO3,-0.11,0.75199,Iwamoto_BA10_MDD,MDD,Human
DKK1,1.53,0.01216,Iwamoto_BA10_MDD,MDD,Human
DLAT,-0.16,0.28032,Iwamoto_BA10_MDD,MDD,Human
DLD,0.13,0.51178,Iwamoto_BA10_MDD,MDD,Human
DLG1,-0.43,0.19911,Iwamoto_BA10_MDD,MDD,Human
DLG4,0.00,0.98424,Iwamoto_BA10_MDD,MDD,Human
DLST,0.29,0.42648,Iwamoto_BA10_MDD,MDD,Human
DLX5,-0.34,0.21148,Iwamoto_BA10_MDD,MDD,Human
DNM1,-0.21,0.09684,Iwamoto_BA10_MDD,MDD,Human
DNM1L,0.03,0.89153,Iwamoto_BA10_MDD,MDD,Human
DNM2,0.07,0.70373,Iwamoto_BA10_MDD,MDD,Human
DNMT1,-0.25,0.12624,Iwamoto_BA10_MDD,MDD,Human
DOCK1,0.21,0.13541,Iwamoto_BA10_MDD,MDD,Human
DOCK2,-0.18,0.42160,Iwamoto_BA10_MDD,MDD,Human
DPYD,0.20,0.52292,Iwamoto_BA10_MDD,MDD,Human
DPYS,-0.33,0.43410,Iwamoto_BA10_MDD,MDD,Human
DPYSL2,-0.06,0.59906,Iwamoto_BA10_MDD,MDD,Human
DRD1,-0.23,0.34147,Iwamoto_BA10_MDD,MDD,Human
DRD2,0.11,0.73721,Iwamoto_BA10_MDD,MDD,Human
DRD3,0.41,0.23844,Iwamoto_BA10_MDD,MDD,Human
DTYMK,-0.09,0.55028,Iwamoto_BA10_MDD,MDD,Human
DUT,-0.01,0.95002,Iwamoto_BA10_MDD,MDD,Human
DVL1,0.00,0.98627,Iwamoto_BA10_MDD,MDD,Human
E2F1,-0.31,0.27880,Iwamoto_BA10_MDD,MDD,Human
E2F2,-0.32,0.35844,Iwamoto_BA10_MDD,MDD,Human
E2F3,-0.02,0.91314,Iwamoto_BA10_MDD,MDD,Human
E2F4,-0.15,0.27298,Iwamoto_BA10_MDD,MDD,Human
ECH1,-0.01,0.92970,Iwamoto_BA10_MDD,MDD,Human
ECHS1,-0.10,0.42394,Iwamoto_BA10_MDD,MDD,Human
EDNRA,0.47,0.13736,Iwamoto_BA10_MDD,MDD,Human
EDNRB,0.26,0.33677,Iwamoto_BA10_MDD,MDD,Human
EEF2,0.11,0.32916,Iwamoto_BA10_MDD,MDD,Human
EFNA1,-0.52,0.28890,Iwamoto_BA10_MDD,MDD,Human
EGF,-0.23,0.21077,Iwamoto_BA10_MDD,MDD,Human
EGFR,0.28,0.43074,Iwamoto_BA10_MDD,MDD,Human
EGR1,0.12,0.56555,Iwamoto_BA10_MDD,MDD,Human
EGR2,0.13,0.79814,Iwamoto_BA10_MDD,MDD,Human
EHHADH,-0.73,0.25746,Iwamoto_BA10_MDD,MDD,Human
EHMT2,-0.06,0.58815,Iwamoto_BA10_MDD,MDD,Human
EIF2AK2,-0.09,0.50362,Iwamoto_BA10_MDD,MDD,Human
EIF2S1,-0.13,0.38367,Iwamoto_BA10_MDD,MDD,Human
EIF3H,0.17,0.30566,Iwamoto_BA10_MDD,MDD,Human
EIF4B,-0.02,0.84535,Iwamoto_BA10_MDD,MDD,Human
EIF4E,-0.07,0.63099,Iwamoto_BA10_MDD,MDD,Human
EIF4EBP1,0.33,0.26330,Iwamoto_BA10_MDD,MDD,Human
ELAVL1,0.37,0.54239,Iwamoto_BA10_MDD,MDD,Human
ELK1,0.07,0.56654,Iwamoto_BA10_MDD,MDD,Human
ELMO1,-0.09,0.55932,Iwamoto_BA10_MDD,MDD,Human
ELOVL2,0.22,0.38064,Iwamoto_BA10_MDD,MDD,Human
ELOVL5,0.03,0.52266,Iwamoto_BA10_MDD,MDD,Human
ELOVL6,-0.20,0.19819,Iwamoto_BA10_MDD,MDD,Human
ENO1,0.08,0.43720,Iwamoto_BA10_MDD,MDD,Human
ENPP1,-0.14,0.27467,Iwamoto_BA10_MDD,MDD,Human
EPAS1,0.34,0.30772,Iwamoto_BA10_MDD,MDD,Human
EPHA2,-0.15,0.59738,Iwamoto_BA10_MDD,MDD,Human
EPHX1,0.36,0.08331,Iwamoto_BA10_MDD,MDD,Human
EPHX2,0.52,0.10704,Iwamoto_BA10_MDD,MDD,Human
EPO,-0.42,0.04922,Iwamoto_BA10_MDD,MDD,Human
ERBB2,0.25,0.07981,Iwamoto_BA10_MDD,MDD,Human
ERBB3,-0.25,0.21274,Iwamoto_BA10_MDD,MDD,Human
ERBB4,0.12,0.33429,Iwamoto_BA10_MDD,MDD,Human
EREG,0.03,0.95026,Iwamoto_BA10_MDD,MDD,Human
ERN1,-0.27,0.30552,Iwamoto_BA10_MDD,MDD,Human
ESPL1,0.29,0.23136,Iwamoto_BA10_MDD,MDD,Human
ESR1,-0.07,0.52903,Iwamoto_BA10_MDD,MDD,Human
ESRRB,-0.22,0.44697,Iwamoto_BA10_MDD,MDD,Human
ETS1,-0.26,0.56318,Iwamoto_BA10_MDD,MDD,Human
ETV5,0.07,0.78301,Iwamoto_BA10_MDD,MDD,Human
ETV6,0.73,0.01196,Iwamoto_BA10_MDD,MDD,Human
EWSR1,-0.30,0.13213,Iwamoto_BA10_MDD,MDD,Human
EXOSC2,0.08,0.72794,Iwamoto_BA10_MDD,MDD,Human
EXOSC7,-0.10,0.52750,Iwamoto_BA10_MDD,MDD,Human
EXOSC9,-0.14,0.71493,Iwamoto_BA10_MDD,MDD,Human
EZH2,0.50,0.21881,Iwamoto_BA10_MDD,MDD,Human
EZR,0.26,0.25526,Iwamoto_BA10_MDD,MDD,Human
F2,-0.29,0.51158,Iwamoto_BA10_MDD,MDD,Human
F2R,0.21,0.69974,Iwamoto_BA10_MDD,MDD,Human
FABP1,0.18,0.72048,Iwamoto_BA10_MDD,MDD,Human
FABP2,-0.25,0.69481,Iwamoto_BA10_MDD,MDD,Human
FABP3,-0.11,0.71392,Iwamoto_BA10_MDD,MDD,Human
FABP4,-0.48,0.50060,Iwamoto_BA10_MDD,MDD,Human
FADD,0.01,0.96706,Iwamoto_BA10_MDD,MDD,Human
FADS1,0.06,0.60105,Iwamoto_BA10_MDD,MDD,Human
FADS2,0.08,0.67622,Iwamoto_BA10_MDD,MDD,Human
FAH,0.34,0.24812,Iwamoto_BA10_MDD,MDD,Human
FAS,-0.70,0.10297,Iwamoto_BA10_MDD,MDD,Human
FASLG,-0.14,0.57836,Iwamoto_BA10_MDD,MDD,Human
FASN,-0.14,0.17833,Iwamoto_BA10_MDD,MDD,Human
FBP1,-0.53,0.09075,Iwamoto_BA10_MDD,MDD,Human
FBXW11,-0.04,0.75283,Iwamoto_BA10_MDD,MDD,Human
FCGR2A,-0.39,0.04377,Iwamoto_BA10_MDD,MDD,Human
FDPS,-0.21,0.16853,Iwamoto_BA10_MDD,MDD,Human
FGF1,-0.04,0.87337,Iwamoto_BA10_MDD,MDD,Human
FGF2,0.28,0.44797,Iwamoto_BA10_MDD,MDD,Human
FGFR1,-0.03,0.25630,Iwamoto_BA10_MDD,MDD,Human
FGFR2,0.16,0.62362,Iwamoto_BA10_MDD,MDD,Human
FGFR3,0.31,0.35230,Iwamoto_BA10_MDD,MDD,Human
FGR,-0.02,0.89889,Iwamoto_BA10_MDD,MDD,Human
FH,-0.01,0.53076,Iwamoto_BA10_MDD,MDD,Human
FKBP4,-0.30,0.00927,Iwamoto_BA10_MDD,MDD,Human
FLNA,0.10,0.30875,Iwamoto_BA10_MDD,MDD,Human
FLT1,0.25,0.25840,Iwamoto_BA10_MDD,MDD,Human
FLT3,-0.71,0.03301,Iwamoto_BA10_MDD,MDD,Human
FLT3LG,0.33,0.23904,Iwamoto_BA10_MDD,MDD,Human
FLT4,0.00,0.99917,Iwamoto_BA10_MDD,MDD,Human
FN1,0.27,0.26397,Iwamoto_BA10_MDD,MDD,Human
FOLH1,-0.15,0.44040,Iwamoto_BA10_MDD,MDD,Human
FOS,0.33,0.47380,Iwamoto_BA10_MDD,MDD,Human
FOSB,-0.09,0.64158,Iwamoto_BA10_MDD,MDD,Human
FOSL1,-0.16,0.47775,Iwamoto_BA10_MDD,MDD,Human
FOXA2,0.15,0.51054,Iwamoto_BA10_MDD,MDD,Human
FOXO1,0.14,0.43027,Iwamoto_BA10_MDD,MDD,Human
FOXO3,0.06,0.66290,Iwamoto_BA10_MDD,MDD,Human
FOXO4,0.07,0.74911,Iwamoto_BA10_MDD,MDD,Human
FRZB,-0.80,0.01524,Iwamoto_BA10_MDD,MDD,Human
FSHR,0.22,0.61911,Iwamoto_BA10_MDD,MDD,Human
FTH1,0.14,0.30116,Iwamoto_BA10_MDD,MDD,Human
FUCA1,0.07,0.58774,Iwamoto_BA10_MDD,MDD,Human
FUT8,-0.06,0.71904,Iwamoto_BA10_MDD,MDD,Human
FYN,0.21,0.34885,Iwamoto_BA10_MDD,MDD,Human
FZR1,-0.24,0.12190,Iwamoto_BA10_MDD,MDD,Human
G6PC1,0.26,0.72338,Iwamoto_BA10_MDD,MDD,Human
GAB1,-0.05,0.39506,Iwamoto_BA10_MDD,MDD,Human
GAB2,0.16,0.34403,Iwamoto_BA10_MDD,MDD,Human
GABARAP,0.14,0.24406,Iwamoto_BA10_MDD,MDD,Human
GABBR1,0.06,0.55986,Iwamoto_BA10_MDD,MDD,Human
GABRA1,0.01,0.94469,Iwamoto_BA10_MDD,MDD,Human
GAD1,-0.24,0.30586,Iwamoto_BA10_MDD,MDD,Human
GADD45G,0.19,0.56500,Iwamoto_BA10_MDD,MDD,Human
GAMT,-0.11,0.60924,Iwamoto_BA10_MDD,MDD,Human
GAPDH,-0.01,0.41006,Iwamoto_BA10_MDD,MDD,Human
GART,0.18,0.61464,Iwamoto_BA10_MDD,MDD,Human
GATA4,-0.18,0.29343,Iwamoto_BA10_MDD,MDD,Human
GATM,0.31,0.04638,Iwamoto_BA10_MDD,MDD,Human
GBE1,-0.13,0.31569,Iwamoto_BA10_MDD,MDD,Human
GCDH,-0.06,0.49449,Iwamoto_BA10_MDD,MDD,Human
GCG,-0.49,0.21882,Iwamoto_BA10_MDD,MDD,Human
GCK,0.52,0.19591,Iwamoto_BA10_MDD,MDD,Human
GCLC,-0.07,0.67520,Iwamoto_BA10_MDD,MDD,Human
GFPT1,0.08,0.55485,Iwamoto_BA10_MDD,MDD,Human
GGPS1,0.09,0.53123,Iwamoto_BA10_MDD,MDD,Human
GGT1,0.28,0.49652,Iwamoto_BA10_MDD,MDD,Human
GHR,-0.58,0.20151,Iwamoto_BA10_MDD,MDD,Human
GHRH,0.11,0.79362,Iwamoto_BA10_MDD,MDD,Human
GHRHR,0.23,0.31119,Iwamoto_BA10_MDD,MDD,Human
GJA1,0.21,0.52072,Iwamoto_BA10_MDD,MDD,Human
GK,0.48,0.23642,Iwamoto_BA10_MDD,MDD,Human
GLA,0.10,0.46217,Iwamoto_BA10_MDD,MDD,Human
GLB1,-0.14,0.31409,Iwamoto_BA10_MDD,MDD,Human
GLI2,0.04,0.04290,Iwamoto_BA10_MDD,MDD,Human
GLI3,-0.19,0.59735,Iwamoto_BA10_MDD,MDD,Human
GLS2,0.07,0.64297,Iwamoto_BA10_MDD,MDD,Human
GLUD1,0.24,0.33301,Iwamoto_BA10_MDD,MDD,Human
GLUL,0.22,0.38970,Iwamoto_BA10_MDD,MDD,Human
GNA11,-0.01,0.68704,Iwamoto_BA10_MDD,MDD,Human
GNAI1,-0.06,0.78773,Iwamoto_BA10_MDD,MDD,Human
GNAO1,0.04,0.80603,Iwamoto_BA10_MDD,MDD,Human
GNAQ,0.02,0.93688,Iwamoto_BA10_MDD,MDD,Human
GNAS,-0.01,0.68058,Iwamoto_BA10_MDD,MDD,Human
GNB3,0.15,0.57189,Iwamoto_BA10_MDD,MDD,Human
GNB5,-0.23,0.30400,Iwamoto_BA10_MDD,MDD,Human
GNRHR,0.00,0.99676,Iwamoto_BA10_MDD,MDD,Human
GOT2,-0.06,0.67266,Iwamoto_BA10_MDD,MDD,Human
GPC1,-0.02,0.86185,Iwamoto_BA10_MDD,MDD,Human
GPC4,0.35,0.24826,Iwamoto_BA10_MDD,MDD,Human
GPI,-0.09,0.48547,Iwamoto_BA10_MDD,MDD,Human
GPT,-0.03,0.89921,Iwamoto_BA10_MDD,MDD,Human
GPX4,-0.16,0.25103,Iwamoto_BA10_MDD,MDD,Human
GRAP2,0.13,0.60739,Iwamoto_BA10_MDD,MDD,Human
GRB10,-0.09,0.56334,Iwamoto_BA10_MDD,MDD,Human
GRB2,0.01,0.72176,Iwamoto_BA10_MDD,MDD,Human
GRIA1,0.01,0.71197,Iwamoto_BA10_MDD,MDD,Human
GRIA2,0.14,0.27869,Iwamoto_BA10_MDD,MDD,Human
GRIA3,0.15,0.33310,Iwamoto_BA10_MDD,MDD,Human
GRIN1,0.02,0.85503,Iwamoto_BA10_MDD,MDD,Human
GRIN2A,-0.05,0.82549,Iwamoto_BA10_MDD,MDD,Human
GRIN2B,0.20,0.62798,Iwamoto_BA10_MDD,MDD,Human
GRM1,-0.01,0.51488,Iwamoto_BA10_MDD,MDD,Human
GRM2,-0.07,0.44620,Iwamoto_BA10_MDD,MDD,Human
GRM3,0.04,0.77782,Iwamoto_BA10_MDD,MDD,Human
GRM4,-0.11,0.39033,Iwamoto_BA10_MDD,MDD,Human
GRM5,0.10,0.46983,Iwamoto_BA10_MDD,MDD,Human
GRM7,-0.25,0.43191,Iwamoto_BA10_MDD,MDD,Human
GRPR,-0.25,0.22810,Iwamoto_BA10_MDD,MDD,Human
GSK3B,0.10,0.65754,Iwamoto_BA10_MDD,MDD,Human
GSN,0.02,0.91199,Iwamoto_BA10_MDD,MDD,Human
GSR,0.00,0.99234,Iwamoto_BA10_MDD,MDD,Human
GSS,0.33,0.26495,Iwamoto_BA10_MDD,MDD,Human
GSTP1,-0.03,0.80688,Iwamoto_BA10_MDD,MDD,Human
GSTZ1,0.33,0.20390,Iwamoto_BA10_MDD,MDD,Human
GUCY1A2,0.20,0.62193,Iwamoto_BA10_MDD,MDD,Human
GYG1,0.00,0.99781,Iwamoto_BA10_MDD,MDD,Human
GYS1,0.07,0.71429,Iwamoto_BA10_MDD,MDD,Human
HAAO,-0.21,0.09553,Iwamoto_BA10_MDD,MDD,Human
HADH,0.07,0.59291,Iwamoto_BA10_MDD,MDD,Human
HADHA,0.09,0.53842,Iwamoto_BA10_MDD,MDD,Human
HAP1,-0.09,0.52015,Iwamoto_BA10_MDD,MDD,Human
HBEGF,-0.07,0.71958,Iwamoto_BA10_MDD,MDD,Human
HCK,0.30,0.33666,Iwamoto_BA10_MDD,MDD,Human
HCRTR1,0.07,0.72434,Iwamoto_BA10_MDD,MDD,Human
HDAC1,-0.07,0.78696,Iwamoto_BA10_MDD,MDD,Human
HDAC5,-0.06,0.66502,Iwamoto_BA10_MDD,MDD,Human
HDAC6,0.04,0.78575,Iwamoto_BA10_MDD,MDD,Human
HES1,0.17,0.40171,Iwamoto_BA10_MDD,MDD,Human
HGF,0.11,0.25731,Iwamoto_BA10_MDD,MDD,Human
