HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
FUCA1,-0.52,0.08816,Lewis_2017_L3,SCZ,Human
FUT8,-0.56,0.03054,Lewis_2017_L3,SCZ,Human
FYN,0.04,0.81712,Lewis_2017_L3,SCZ,Human
FZD10,0.11,0.03684,Lewis_2017_L3,SCZ,Human
FZD3,0.11,0.51362,Lewis_2017_L3,SCZ,Human
FZR1,-0.02,0.88441,Lewis_2017_L3,SCZ,Human
G6PC1,0.09,0.12066,Lewis_2017_L3,SCZ,Human
G6PD,-0.08,0.53571,Lewis_2017_L3,SCZ,Human
GAB1,0.27,0.36565,Lewis_2017_L3,SCZ,Human
GAB2,-0.04,0.86708,Lewis_2017_L3,SCZ,Human
GABARAP,-0.03,0.60729,Lewis_2017_L3,SCZ,Human
GABBR1,0.04,0.55899,Lewis_2017_L3,SCZ,Human
GABRA1,-0.12,0.03788,Lewis_2017_L3,SCZ,Human
GAD1,-0.05,0.86326,Lewis_2017_L3,SCZ,Human
GADD45G,0.06,0.60360,Lewis_2017_L3,SCZ,Human
GAMT,0.03,0.82753,Lewis_2017_L3,SCZ,Human
GAPDH,-0.01,0.85179,Lewis_2017_L3,SCZ,Human
GART,0.21,0.18675,Lewis_2017_L3,SCZ,Human
GATA4,0.06,0.24598,Lewis_2017_L3,SCZ,Human
GATM,0.12,0.46487,Lewis_2017_L3,SCZ,Human
GBE1,0.04,0.86427,Lewis_2017_L3,SCZ,Human
GCDH,-0.35,0.08836,Lewis_2017_L3,SCZ,Human
GCG,0.07,0.18778,Lewis_2017_L3,SCZ,Human
GCK,0.05,0.54205,Lewis_2017_L3,SCZ,Human
GCLC,0.09,0.68192,Lewis_2017_L3,SCZ,Human
GFPT1,-0.02,0.89412,Lewis_2017_L3,SCZ,Human
GGPS1,0.01,0.94420,Lewis_2017_L3,SCZ,Human
GGT1,-0.01,0.91069,Lewis_2017_L3,SCZ,Human
GHR,0.01,0.94692,Lewis_2017_L3,SCZ,Human
GHRH,0.06,0.31180,Lewis_2017_L3,SCZ,Human
GHRHR,0.02,0.82073,Lewis_2017_L3,SCZ,Human
GHRL,0.15,0.08656,Lewis_2017_L3,SCZ,Human
GJA1,1.87,0.00000,Lewis_2017_L3,SCZ,Human
GK,0.27,0.24294,Lewis_2017_L3,SCZ,Human
GLA,0.11,0.53346,Lewis_2017_L3,SCZ,Human
GLB1,-0.20,0.61410,Lewis_2017_L3,SCZ,Human
GLI2,-0.06,0.39764,Lewis_2017_L3,SCZ,Human
GLI3,0.08,0.55068,Lewis_2017_L3,SCZ,Human
GLS2,-0.25,0.30777,Lewis_2017_L3,SCZ,Human
GLUD1,-0.36,0.03178,Lewis_2017_L3,SCZ,Human
GLUL,0.40,0.00043,Lewis_2017_L3,SCZ,Human
GNA11,-0.24,0.35986,Lewis_2017_L3,SCZ,Human
GNAI1,0.00,0.97456,Lewis_2017_L3,SCZ,Human
GNAO1,0.10,0.16642,Lewis_2017_L3,SCZ,Human
GNAQ,0.07,0.19628,Lewis_2017_L3,SCZ,Human
GNAS,-0.04,0.35719,Lewis_2017_L3,SCZ,Human
GNB3,0.09,0.14702,Lewis_2017_L3,SCZ,Human
GNB5,0.15,0.35616,Lewis_2017_L3,SCZ,Human
GNRHR,0.17,0.19644,Lewis_2017_L3,SCZ,Human
GOT2,-0.06,0.51196,Lewis_2017_L3,SCZ,Human
GPC1,-0.25,0.31742,Lewis_2017_L3,SCZ,Human
GPC4,0.02,0.93951,Lewis_2017_L3,SCZ,Human
GPHN,-0.18,0.29190,Lewis_2017_L3,SCZ,Human
GPI,-0.02,0.89368,Lewis_2017_L3,SCZ,Human
GPT,0.05,0.30197,Lewis_2017_L3,SCZ,Human
GPX4,-0.24,0.03335,Lewis_2017_L3,SCZ,Human
GPX6,0.03,0.60873,Lewis_2017_L3,SCZ,Human
GRAP2,-0.02,0.82785,Lewis_2017_L3,SCZ,Human
GRB10,0.21,0.39290,Lewis_2017_L3,SCZ,Human
GRB2,-0.07,0.59280,Lewis_2017_L3,SCZ,Human
GRIA1,0.12,0.36997,Lewis_2017_L3,SCZ,Human
GRIA2,0.02,0.62290,Lewis_2017_L3,SCZ,Human
GRIA3,-0.09,0.38767,Lewis_2017_L3,SCZ,Human
GRIN1,0.25,0.35884,Lewis_2017_L3,SCZ,Human
GRIN2A,0.00,0.99496,Lewis_2017_L3,SCZ,Human
GRIN2B,-0.24,0.25688,Lewis_2017_L3,SCZ,Human
GRIN3A,-0.11,0.44974,Lewis_2017_L3,SCZ,Human
GRM1,0.18,0.47588,Lewis_2017_L3,SCZ,Human
GRM2,0.07,0.56961,Lewis_2017_L3,SCZ,Human
GRM3,0.11,0.55117,Lewis_2017_L3,SCZ,Human
GRM4,0.12,0.10670,Lewis_2017_L3,SCZ,Human
GRM5,0.13,0.06616,Lewis_2017_L3,SCZ,Human
GRM7,0.57,0.11641,Lewis_2017_L3,SCZ,Human
GRPR,-0.16,0.08548,Lewis_2017_L3,SCZ,Human
GSK3B,-0.13,0.31034,Lewis_2017_L3,SCZ,Human
GSN,0.01,0.94807,Lewis_2017_L3,SCZ,Human
GSR,-0.16,0.21704,Lewis_2017_L3,SCZ,Human
GSS,-0.17,0.47784,Lewis_2017_L3,SCZ,Human
GSTK1,-0.41,0.13144,Lewis_2017_L3,SCZ,Human
GSTO2,-0.02,0.95001,Lewis_2017_L3,SCZ,Human
GSTP1,-0.28,0.25290,Lewis_2017_L3,SCZ,Human
GSTZ1,-0.11,0.74755,Lewis_2017_L3,SCZ,Human
GUCY1A2,-0.31,0.33161,Lewis_2017_L3,SCZ,Human
GYG1,-0.64,0.00062,Lewis_2017_L3,SCZ,Human
GYS1,-0.35,0.01825,Lewis_2017_L3,SCZ,Human
HAAO,0.12,0.07448,Lewis_2017_L3,SCZ,Human
HADH,0.49,0.08848,Lewis_2017_L3,SCZ,Human
HADHA,-0.16,0.46029,Lewis_2017_L3,SCZ,Human
HAND1,0.07,0.09638,Lewis_2017_L3,SCZ,Human
HAP1,0.17,0.14223,Lewis_2017_L3,SCZ,Human
HBEGF,-0.05,0.77297,Lewis_2017_L3,SCZ,Human
HCK,-0.10,0.22921,Lewis_2017_L3,SCZ,Human
HCRTR1,-0.03,0.71681,Lewis_2017_L3,SCZ,Human
HDAC1,0.27,0.13077,Lewis_2017_L3,SCZ,Human
HDAC5,0.05,0.78885,Lewis_2017_L3,SCZ,Human
HDAC6,0.33,0.08886,Lewis_2017_L3,SCZ,Human
HES1,0.05,0.44006,Lewis_2017_L3,SCZ,Human
HEY1,0.18,0.10522,Lewis_2017_L3,SCZ,Human
HGF,0.11,0.18479,Lewis_2017_L3,SCZ,Human
HHEX,0.07,0.34457,Lewis_2017_L3,SCZ,Human
HIBADH,-0.39,0.13633,Lewis_2017_L3,SCZ,Human
HIBCH,0.03,0.91705,Lewis_2017_L3,SCZ,Human
HIF1A,-0.09,0.43712,Lewis_2017_L3,SCZ,Human
HK1,0.03,0.83155,Lewis_2017_L3,SCZ,Human
HLA-DMA,0.16,0.06402,Lewis_2017_L3,SCZ,Human
HMGB1,-0.08,0.31830,Lewis_2017_L3,SCZ,Human
HMGCL,-0.02,0.90863,Lewis_2017_L3,SCZ,Human
HMGCR,-0.07,0.50545,Lewis_2017_L3,SCZ,Human
HMGCS1,-0.17,0.01963,Lewis_2017_L3,SCZ,Human
HMOX1,0.12,0.11002,Lewis_2017_L3,SCZ,Human
HNF1A,0.04,0.49331,Lewis_2017_L3,SCZ,Human
HNF1B,0.01,0.90919,Lewis_2017_L3,SCZ,Human
HNF4A,0.09,0.15204,Lewis_2017_L3,SCZ,Human
HNRNPK,-0.07,0.46593,Lewis_2017_L3,SCZ,Human
HPRT1,0.03,0.69966,Lewis_2017_L3,SCZ,Human
HRAS,-0.11,0.66608,Lewis_2017_L3,SCZ,Human
HSD17B10,-0.63,0.01390,Lewis_2017_L3,SCZ,Human
HSD17B12,-0.44,0.01358,Lewis_2017_L3,SCZ,Human
HSD3B1,0.09,0.13164,Lewis_2017_L3,SCZ,Human
HSP90AA1,-0.12,0.05018,Lewis_2017_L3,SCZ,Human
HSP90B1,0.30,0.00025,Lewis_2017_L3,SCZ,Human
HSPA1A,0.30,0.05605,Lewis_2017_L3,SCZ,Human
HSPB1,0.05,0.80862,Lewis_2017_L3,SCZ,Human
HSPD1,0.12,0.06035,Lewis_2017_L3,SCZ,Human
HTR1A,0.29,0.07215,Lewis_2017_L3,SCZ,Human
HTR2A,0.09,0.27220,Lewis_2017_L3,SCZ,Human
HTR7,-0.05,0.38326,Lewis_2017_L3,SCZ,Human
HTRA2,0.18,0.28006,Lewis_2017_L3,SCZ,Human
HTT,-0.15,0.49219,Lewis_2017_L3,SCZ,Human
ICAM1,0.10,0.12104,Lewis_2017_L3,SCZ,Human
ICOS,-0.04,0.51287,Lewis_2017_L3,SCZ,Human
ID1,0.04,0.62895,Lewis_2017_L3,SCZ,Human
ID2,-0.11,0.47314,Lewis_2017_L3,SCZ,Human
IDE,-0.09,0.57867,Lewis_2017_L3,SCZ,Human
IDH1,-0.52,0.01175,Lewis_2017_L3,SCZ,Human
IDH3A,-0.26,0.06395,Lewis_2017_L3,SCZ,Human
IDI1,-0.11,0.18374,Lewis_2017_L3,SCZ,Human
IDO2,-0.03,0.51280,Lewis_2017_L3,SCZ,Human
IFNA1,-0.04,0.64303,Lewis_2017_L3,SCZ,Human
IFNAR1,0.03,0.88026,Lewis_2017_L3,SCZ,Human
IFNAR2,-0.25,0.54399,Lewis_2017_L3,SCZ,Human
IFNB1,0.04,0.44797,Lewis_2017_L3,SCZ,Human
IFNG,0.00,0.98686,Lewis_2017_L3,SCZ,Human
IFT57,-0.11,0.43185,Lewis_2017_L3,SCZ,Human
IGF1,0.14,0.20084,Lewis_2017_L3,SCZ,Human
IGF1R,0.13,0.54090,Lewis_2017_L3,SCZ,Human
IGF2,0.01,0.85492,Lewis_2017_L3,SCZ,Human
IGF2BP1,0.11,0.07206,Lewis_2017_L3,SCZ,Human
IGFBP3,0.18,0.51958,Lewis_2017_L3,SCZ,Human
IHH,0.02,0.68341,Lewis_2017_L3,SCZ,Human
IKBKB,0.10,0.73761,Lewis_2017_L3,SCZ,Human
IKBKE,-0.07,0.42336,Lewis_2017_L3,SCZ,Human
IKBKG,-0.07,0.43973,Lewis_2017_L3,SCZ,Human
IL10,0.06,0.31322,Lewis_2017_L3,SCZ,Human
IL10RA,-0.09,0.13769,Lewis_2017_L3,SCZ,Human
IL12A,0.00,0.95278,Lewis_2017_L3,SCZ,Human
IL13,0.04,0.59024,Lewis_2017_L3,SCZ,Human
IL17A,0.10,0.04263,Lewis_2017_L3,SCZ,Human
IL17RB,0.01,0.97185,Lewis_2017_L3,SCZ,Human
IL18,0.07,0.33289,Lewis_2017_L3,SCZ,Human
IL1A,0.26,0.04163,Lewis_2017_L3,SCZ,Human
IL1B,0.05,0.24770,Lewis_2017_L3,SCZ,Human
IL1R1,0.21,0.22489,Lewis_2017_L3,SCZ,Human
IL2,0.06,0.13217,Lewis_2017_L3,SCZ,Human
IL2RA,0.03,0.66889,Lewis_2017_L3,SCZ,Human
IL2RB,0.06,0.26989,Lewis_2017_L3,SCZ,Human
IL3,-0.01,0.79412,Lewis_2017_L3,SCZ,Human
IL4,0.02,0.69429,Lewis_2017_L3,SCZ,Human
IL4I1,0.08,0.29430,Lewis_2017_L3,SCZ,Human
IL5,0.00,0.97386,Lewis_2017_L3,SCZ,Human
IL6,-0.04,0.50244,Lewis_2017_L3,SCZ,Human
IL6R,0.03,0.52086,Lewis_2017_L3,SCZ,Human
IL6ST,0.20,0.05862,Lewis_2017_L3,SCZ,Human
IL7R,0.01,0.73224,Lewis_2017_L3,SCZ,Human
ILK,-0.58,0.04826,Lewis_2017_L3,SCZ,Human
IMPA1,-0.02,0.84498,Lewis_2017_L3,SCZ,Human
IMPDH1,0.26,0.12707,Lewis_2017_L3,SCZ,Human
INHBA,-0.27,0.43374,Lewis_2017_L3,SCZ,Human
INMT,0.01,0.83314,Lewis_2017_L3,SCZ,Human
INPP4A,-0.03,0.82538,Lewis_2017_L3,SCZ,Human
INPP5D,0.00,0.98000,Lewis_2017_L3,SCZ,Human
INPPL1,0.18,0.17438,Lewis_2017_L3,SCZ,Human
INS,-0.01,0.85354,Lewis_2017_L3,SCZ,Human
INSR,-0.29,0.13978,Lewis_2017_L3,SCZ,Human
IRAK1,-0.09,0.50787,Lewis_2017_L3,SCZ,Human
IRF1,0.03,0.76151,Lewis_2017_L3,SCZ,Human
IRF7,0.09,0.19626,Lewis_2017_L3,SCZ,Human
IRF9,0.03,0.91301,Lewis_2017_L3,SCZ,Human
IRS1,0.17,0.46178,Lewis_2017_L3,SCZ,Human
IRS2,0.04,0.78612,Lewis_2017_L3,SCZ,Human
ISG15,0.31,0.23667,Lewis_2017_L3,SCZ,Human
ISL1,0.14,0.02355,Lewis_2017_L3,SCZ,Human
ITCH,-0.40,0.12372,Lewis_2017_L3,SCZ,Human
ITGA11,0.08,0.34112,Lewis_2017_L3,SCZ,Human
ITGA2B,-0.03,0.55055,Lewis_2017_L3,SCZ,Human
ITGA4,0.41,0.03130,Lewis_2017_L3,SCZ,Human
ITGA5,0.06,0.24821,Lewis_2017_L3,SCZ,Human
ITGA6,0.61,0.04465,Lewis_2017_L3,SCZ,Human
ITGAL,0.02,0.72608,Lewis_2017_L3,SCZ,Human
ITGAM,-0.06,0.24878,Lewis_2017_L3,SCZ,Human
ITGAV,0.28,0.22485,Lewis_2017_L3,SCZ,Human
ITGB1,-0.28,0.25619,Lewis_2017_L3,SCZ,Human
ITGB2,-0.01,0.90281,Lewis_2017_L3,SCZ,Human
ITGB3,0.00,0.98699,Lewis_2017_L3,SCZ,Human
ITGB7,-0.01,0.80911,Lewis_2017_L3,SCZ,Human
ITK,0.10,0.09822,Lewis_2017_L3,SCZ,Human
ITPA,-0.10,0.20999,Lewis_2017_L3,SCZ,Human
ITPR1,-0.27,0.09220,Lewis_2017_L3,SCZ,Human
ITPR3,0.07,0.20473,Lewis_2017_L3,SCZ,Human
IYD,-0.03,0.53140,Lewis_2017_L3,SCZ,Human
JAG1,0.24,0.13379,Lewis_2017_L3,SCZ,Human
JAK1,-0.18,0.25395,Lewis_2017_L3,SCZ,Human
JAK2,0.02,0.94604,Lewis_2017_L3,SCZ,Human
JAK3,0.13,0.05944,Lewis_2017_L3,SCZ,Human
JUN,0.34,0.03996,Lewis_2017_L3,SCZ,Human
JUNB,0.09,0.23770,Lewis_2017_L3,SCZ,Human
JUP,0.09,0.37344,Lewis_2017_L3,SCZ,Human
KAT5,-0.18,0.47413,Lewis_2017_L3,SCZ,Human
KCNC3,0.08,0.14000,Lewis_2017_L3,SCZ,Human
KCNJ10,0.20,0.57558,Lewis_2017_L3,SCZ,Human
KCNJ6,0.05,0.84542,Lewis_2017_L3,SCZ,Human
KCNN2,0.55,0.07770,Lewis_2017_L3,SCZ,Human
KDM1A,-0.22,0.24637,Lewis_2017_L3,SCZ,Human
KDR,0.05,0.55589,Lewis_2017_L3,SCZ,Human
KEAP1,-0.26,0.30777,Lewis_2017_L3,SCZ,Human
KIDINS220,-0.05,0.70769,Lewis_2017_L3,SCZ,Human
KIF3A,-0.03,0.62850,Lewis_2017_L3,SCZ,Human
KIF5A,-0.16,0.03255,Lewis_2017_L3,SCZ,Human
KIT,-0.11,0.57459,Lewis_2017_L3,SCZ,Human
KITLG,-0.18,0.14850,Lewis_2017_L3,SCZ,Human
KLB,0.15,0.20614,Lewis_2017_L3,SCZ,Human
KLC3,0.10,0.04930,Lewis_2017_L3,SCZ,Human
KLF4,0.04,0.58490,Lewis_2017_L3,SCZ,Human
KLK3,0.04,0.53785,Lewis_2017_L3,SCZ,Human
KMO,0.28,0.09662,Lewis_2017_L3,SCZ,Human
KMT2A,0.55,0.02127,Lewis_2017_L3,SCZ,Human
KNG1,-0.53,0.01385,Lewis_2017_L3,SCZ,Human
KRAS,-0.09,0.12956,Lewis_2017_L3,SCZ,Human
KYNU,-0.01,0.81771,Lewis_2017_L3,SCZ,Human
L2HGDH,-0.07,0.81937,Lewis_2017_L3,SCZ,Human
LAMC1,0.13,0.10796,Lewis_2017_L3,SCZ,Human
LAMC3,0.08,0.32420,Lewis_2017_L3,SCZ,Human
LAT,-0.02,0.78588,Lewis_2017_L3,SCZ,Human
LATS2,0.00,0.93630,Lewis_2017_L3,SCZ,Human
LCK,-0.02,0.72634,Lewis_2017_L3,SCZ,Human
LCN2,-0.02,0.57745,Lewis_2017_L3,SCZ,Human
LCP2,0.21,0.41608,Lewis_2017_L3,SCZ,Human
LDHD,0.10,0.58299,Lewis_2017_L3,SCZ,Human
LDLR,0.02,0.93915,Lewis_2017_L3,SCZ,Human
LEF1,0.02,0.68353,Lewis_2017_L3,SCZ,Human
LEFTY1,0.11,0.41652,Lewis_2017_L3,SCZ,Human
LEP,0.01,0.86022,Lewis_2017_L3,SCZ,Human
LEPR,0.21,0.17091,Lewis_2017_L3,SCZ,Human
LIF,0.05,0.32562,Lewis_2017_L3,SCZ,Human
LIMK1,-0.06,0.70643,Lewis_2017_L3,SCZ,Human
LIPE,-0.04,0.58501,Lewis_2017_L3,SCZ,Human
LPAR1,-0.65,0.02990,Lewis_2017_L3,SCZ,Human
LPAR6,0.11,0.11271,Lewis_2017_L3,SCZ,Human
LPCAT3,0.07,0.54832,Lewis_2017_L3,SCZ,Human
LPIN1,0.19,0.35933,Lewis_2017_L3,SCZ,Human
LPL,0.24,0.49209,Lewis_2017_L3,SCZ,Human
LRP1,-0.01,0.94365,Lewis_2017_L3,SCZ,Human
LRP6,0.23,0.23745,Lewis_2017_L3,SCZ,Human
LRRK2,-0.32,0.16842,Lewis_2017_L3,SCZ,Human
LSM4,-0.04,0.84367,Lewis_2017_L3,SCZ,Human
LTA4H,0.08,0.75341,Lewis_2017_L3,SCZ,Human
LTB4R,-0.16,0.01394,Lewis_2017_L3,SCZ,Human
LTC4S,-0.06,0.16790,Lewis_2017_L3,SCZ,Human
LYN,-0.06,0.31290,Lewis_2017_L3,SCZ,Human
MAD1L1,0.02,0.89181,Lewis_2017_L3,SCZ,Human
MAD2L2,0.00,0.97174,Lewis_2017_L3,SCZ,Human
MAF,-0.15,0.53380,Lewis_2017_L3,SCZ,Human
MAFA,0.05,0.48450,Lewis_2017_L3,SCZ,Human
MAGED1,-0.07,0.06237,Lewis_2017_L3,SCZ,Human
MALT1,0.10,0.37397,Lewis_2017_L3,SCZ,Human
MAML3,0.20,0.00691,Lewis_2017_L3,SCZ,Human
MAOA,0.36,0.05405,Lewis_2017_L3,SCZ,Human
MAP1LC3C,0.12,0.04444,Lewis_2017_L3,SCZ,Human
MAP2K1,-0.01,0.87734,Lewis_2017_L3,SCZ,Human
MAP2K3,0.10,0.24511,Lewis_2017_L3,SCZ,Human
MAP2K4,0.31,0.02444,Lewis_2017_L3,SCZ,Human
MAP2K5,-0.51,0.09039,Lewis_2017_L3,SCZ,Human
MAP2K6,-0.06,0.78588,Lewis_2017_L3,SCZ,Human
MAP2K7,0.13,0.26731,Lewis_2017_L3,SCZ,Human
MAP3K1,-0.08,0.56722,Lewis_2017_L3,SCZ,Human
MAP3K10,0.07,0.35697,Lewis_2017_L3,SCZ,Human
MAP3K11,-0.03,0.65495,Lewis_2017_L3,SCZ,Human
MAP3K14,-0.09,0.31679,Lewis_2017_L3,SCZ,Human
MAP3K2,-0.01,0.92929,Lewis_2017_L3,SCZ,Human
MAP3K3,0.03,0.84592,Lewis_2017_L3,SCZ,Human
MAP3K5,0.21,0.34994,Lewis_2017_L3,SCZ,Human
MAP3K7,0.04,0.82063,Lewis_2017_L3,SCZ,Human
MAP3K8,0.00,0.97830,Lewis_2017_L3,SCZ,Human
MAPK1,0.08,0.34203,Lewis_2017_L3,SCZ,Human
MAPK14,0.24,0.15375,Lewis_2017_L3,SCZ,Human
MAPK7,0.11,0.50702,Lewis_2017_L3,SCZ,Human
MAPK8,-0.15,0.11224,Lewis_2017_L3,SCZ,Human
MAPKAP1,-0.19,0.47448,Lewis_2017_L3,SCZ,Human
MAPKAPK2,-0.26,0.03736,Lewis_2017_L3,SCZ,Human
MAPT,0.05,0.56938,Lewis_2017_L3,SCZ,Human
MARCKS,0.05,0.22828,Lewis_2017_L3,SCZ,Human
MAX,-0.06,0.54424,Lewis_2017_L3,SCZ,Human
MCAT,-0.05,0.67402,Lewis_2017_L3,SCZ,Human
MCCC1,-0.09,0.70405,Lewis_2017_L3,SCZ,Human
MCL1,-0.33,0.25404,Lewis_2017_L3,SCZ,Human
MCM2,0.16,0.12104,Lewis_2017_L3,SCZ,Human
MCM3,-0.17,0.40587,Lewis_2017_L3,SCZ,Human
MCM4,-0.04,0.83957,Lewis_2017_L3,SCZ,Human
MCM5,0.04,0.45571,Lewis_2017_L3,SCZ,Human
MCM6,-0.04,0.85757,Lewis_2017_L3,SCZ,Human
MCM7,0.07,0.69673,Lewis_2017_L3,SCZ,Human
MCOLN1,-0.32,0.08581,Lewis_2017_L3,SCZ,Human
MDH1,-0.05,0.20631,Lewis_2017_L3,SCZ,Human
MDM2,0.11,0.53215,Lewis_2017_L3,SCZ,Human
ME2,0.20,0.32380,Lewis_2017_L3,SCZ,Human
MECR,-0.19,0.18482,Lewis_2017_L3,SCZ,Human
MED1,0.06,0.81970,Lewis_2017_L3,SCZ,Human
MEF2A,-0.09,0.64839,Lewis_2017_L3,SCZ,Human
MEF2C,0.10,0.00220,Lewis_2017_L3,SCZ,Human
MET,-0.06,0.83064,Lewis_2017_L3,SCZ,Human
MGLL,-0.19,0.39866,Lewis_2017_L3,SCZ,Human
MICA,0.00,0.98119,Lewis_2017_L3,SCZ,Human
MIF,0.11,0.05100,Lewis_2017_L3,SCZ,Human
MITF,0.17,0.31607,Lewis_2017_L3,SCZ,Human
MLH1,-0.11,0.60013,Lewis_2017_L3,SCZ,Human
MLKL,0.01,0.76745,Lewis_2017_L3,SCZ,Human
MLST8,-0.08,0.43002,Lewis_2017_L3,SCZ,Human
MME,0.10,0.06989,Lewis_2017_L3,SCZ,Human
MMP1,-0.04,0.39008,Lewis_2017_L3,SCZ,Human
MMP13,0.03,0.55806,Lewis_2017_L3,SCZ,Human
MMP2,0.11,0.14457,Lewis_2017_L3,SCZ,Human
MMP3,-0.06,0.57691,Lewis_2017_L3,SCZ,Human
MMP7,-0.01,0.88340,Lewis_2017_L3,SCZ,Human
MMP9,-0.05,0.38643,Lewis_2017_L3,SCZ,Human
MPO,0.07,0.65970,Lewis_2017_L3,SCZ,Human
MPST,0.19,0.03238,Lewis_2017_L3,SCZ,Human
MSH2,-0.08,0.65214,Lewis_2017_L3,SCZ,Human
MSH3,0.10,0.78453,Lewis_2017_L3,SCZ,Human
MSH6,-0.17,0.44088,Lewis_2017_L3,SCZ,Human
MSN,0.52,0.16693,Lewis_2017_L3,SCZ,Human
MSX1,0.09,0.11989,Lewis_2017_L3,SCZ,Human
MTNR1A,0.05,0.27629,Lewis_2017_L3,SCZ,Human
MTNR1B,-0.09,0.19808,Lewis_2017_L3,SCZ,Human
MTOR,0.20,0.30554,Lewis_2017_L3,SCZ,Human
MTR,-0.12,0.57270,Lewis_2017_L3,SCZ,Human
MTTP,0.07,0.44297,Lewis_2017_L3,SCZ,Human
MVD,-0.15,0.36495,Lewis_2017_L3,SCZ,Human
MVK,-0.04,0.71894,Lewis_2017_L3,SCZ,Human
MYB,0.07,0.24063,Lewis_2017_L3,SCZ,Human
MYC,-0.04,0.82090,Lewis_2017_L3,SCZ,Human
MYD88,-0.02,0.84209,Lewis_2017_L3,SCZ,Human
MYH6,0.25,0.11249,Lewis_2017_L3,SCZ,Human
MYL12B,-0.18,0.14238,Lewis_2017_L3,SCZ,Human
MYL9,-0.01,0.86625,Lewis_2017_L3,SCZ,Human
MYO6,1.02,0.00132,Lewis_2017_L3,SCZ,Human
MYOD1,0.02,0.71793,Lewis_2017_L3,SCZ,Human
NAE1,-0.02,0.92376,Lewis_2017_L3,SCZ,Human
NAGLU,-0.10,0.32600,Lewis_2017_L3,SCZ,Human
NAGS,0.03,0.61410,Lewis_2017_L3,SCZ,Human
NAT8,0.02,0.76078,Lewis_2017_L3,SCZ,Human
NAT8L,-0.27,0.07437,Lewis_2017_L3,SCZ,Human
NCAM1,0.07,0.37260,Lewis_2017_L3,SCZ,Human
NCBP1,0.44,0.04093,Lewis_2017_L3,SCZ,Human
NCF1,0.01,0.87585,Lewis_2017_L3,SCZ,Human
NCF2,0.13,0.09837,Lewis_2017_L3,SCZ,Human
NCK1,-0.28,0.11700,Lewis_2017_L3,SCZ,Human
NCK2,0.08,0.67227,Lewis_2017_L3,SCZ,Human
NCKAP1,-0.11,0.22183,Lewis_2017_L3,SCZ,Human
NCL,-0.17,0.13175,Lewis_2017_L3,SCZ,Human
NCOA2,-0.09,0.68069,Lewis_2017_L3,SCZ,Human
NCOA3,0.45,0.15286,Lewis_2017_L3,SCZ,Human
NCOA4,-0.15,0.27056,Lewis_2017_L3,SCZ,Human
NCOR1,0.13,0.43445,Lewis_2017_L3,SCZ,Human
NCSTN,-0.40,0.07734,Lewis_2017_L3,SCZ,Human
NDUFA1,-0.22,0.00457,Lewis_2017_L3,SCZ,Human
NDUFA10,-0.18,0.36181,Lewis_2017_L3,SCZ,Human
NDUFA11,-0.31,0.08237,Lewis_2017_L3,SCZ,Human
NDUFA12,-0.23,0.01136,Lewis_2017_L3,SCZ,Human
NDUFA13,-0.34,0.00544,Lewis_2017_L3,SCZ,Human
NDUFA2,-0.34,0.00447,Lewis_2017_L3,SCZ,Human
NDUFA3,-0.02,0.80991,Lewis_2017_L3,SCZ,Human
NDUFA4,-0.28,0.00016,Lewis_2017_L3,SCZ,Human
NDUFA5,-0.26,0.00129,Lewis_2017_L3,SCZ,Human
NDUFA6,-0.30,0.04183,Lewis_2017_L3,SCZ,Human
NDUFA7,-0.02,0.90856,Lewis_2017_L3,SCZ,Human
NDUFA8,-0.07,0.60949,Lewis_2017_L3,SCZ,Human
NDUFA9,-0.13,0.13918,Lewis_2017_L3,SCZ,Human
NDUFAB1,-0.54,0.00004,Lewis_2017_L3,SCZ,Human
NDUFB1,-0.23,0.02778,Lewis_2017_L3,SCZ,Human
NDUFB10,-0.44,0.00266,Lewis_2017_L3,SCZ,Human
NDUFB11,-0.32,0.05078,Lewis_2017_L3,SCZ,Human
NDUFB2,-0.48,0.00000,Lewis_2017_L3,SCZ,Human
NDUFB3,-0.41,0.00144,Lewis_2017_L3,SCZ,Human
NDUFB4,-0.29,0.04050,Lewis_2017_L3,SCZ,Human
NDUFB5,-0.28,0.02000,Lewis_2017_L3,SCZ,Human
NDUFB6,-0.38,0.00682,Lewis_2017_L3,SCZ,Human
NDUFB7,-0.59,0.00257,Lewis_2017_L3,SCZ,Human
NDUFB8,-0.45,0.00007,Lewis_2017_L3,SCZ,Human
NDUFB9,-0.16,0.03586,Lewis_2017_L3,SCZ,Human
NDUFC1,-0.32,0.02316,Lewis_2017_L3,SCZ,Human
NDUFS1,-0.06,0.70553,Lewis_2017_L3,SCZ,Human
NDUFS2,-0.49,0.00346,Lewis_2017_L3,SCZ,Human
NDUFS3,-0.06,0.32796,Lewis_2017_L3,SCZ,Human
NDUFS4,-0.79,0.00000,Lewis_2017_L3,SCZ,Human
NDUFS5,-0.20,0.01589,Lewis_2017_L3,SCZ,Human
NDUFS6,-0.37,0.00273,Lewis_2017_L3,SCZ,Human
NDUFS7,-0.01,0.91769,Lewis_2017_L3,SCZ,Human
NDUFS8,0.04,0.79701,Lewis_2017_L3,SCZ,Human
NDUFV1,-0.33,0.00225,Lewis_2017_L3,SCZ,Human
NDUFV2,-0.49,0.00174,Lewis_2017_L3,SCZ,Human
