HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
EIF2AK3,0.05,0.27365,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EIF2S1,-0.12,0.00653,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EIF3H,0.08,0.10760,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EIF4B,0.10,0.07207,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EIF4E,-0.21,0.00065,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EIF4EBP1,0.28,0.04715,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ELAVL1,-0.04,0.40557,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ELK1,0.31,0.00560,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ELMO1,0.05,0.49089,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ELOVL1,0.27,0.06371,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ELOVL2,0.25,0.01549,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ELOVL4,-0.18,0.06229,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ELOVL5,0.28,0.00669,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ELOVL6,-0.25,0.00029,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ENO1,0.01,0.80115,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ENPP1,0.23,0.04449,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EPAS1,0.14,0.26543,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EPHA2,0.18,0.34515,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EPHX1,0.29,0.01256,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EPHX2,0.01,0.88562,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ERBB2,0.44,0.00069,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ERBB3,0.24,0.13069,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ERBB4,0.05,0.41484,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ERN1,0.12,0.02299,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ESR1,-0.24,0.00101,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ETS1,0.06,0.49138,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ETV5,-0.32,0.00239,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ETV6,0.14,0.06504,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EWSR1,0.08,0.06560,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EXOC2,-0.01,0.87377,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EXOC4,0.00,0.93758,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EXOC5,-0.01,0.87647,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EXOC7,-0.04,0.27651,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EXOSC2,-0.05,0.18741,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EXOSC4,-0.16,0.03962,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EXOSC7,-0.11,0.02360,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EXOSC9,-0.06,0.18760,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EZH2,0.14,0.12826,AMP_AD_MSSM_PHG_FEMALE,AD,Human
EZR,0.34,0.00200,AMP_AD_MSSM_PHG_FEMALE,AD,Human
F2R,0.08,0.50520,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FABP3,-0.18,0.04157,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FADD,0.13,0.39087,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FADS1,0.11,0.32135,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FADS2,0.13,0.31608,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FAF1,0.03,0.42313,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FAH,0.09,0.30037,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FAS,0.27,0.08783,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FASN,-0.04,0.50429,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FBXO32,0.21,0.00465,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FBXW11,0.05,0.05609,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FCGR2A,0.30,0.17252,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FDPS,-0.14,0.03170,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FGF1,0.42,0.00301,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FGF14,-0.25,0.00427,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FGF2,0.42,0.00228,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FGFR1,0.05,0.48281,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FGFR2,0.29,0.00380,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FGFR3,0.07,0.60061,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FGR,0.43,0.01610,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FH,-0.03,0.55903,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FKBP4,-0.10,0.21906,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FLNA,0.41,0.00265,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FLT1,0.17,0.29102,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FLT3,-0.29,0.06020,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FLT4,0.28,0.02696,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FN1,0.29,0.04104,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FOLH1,0.42,0.03790,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FOS,0.48,0.07771,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FOSB,-0.10,0.54741,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FOXO1,0.40,0.00018,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FOXO3,0.07,0.07481,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FOXO4,0.18,0.07988,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FRS2,0.08,0.10861,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FRZB,0.51,0.01363,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FTH1,0.11,0.45869,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FUCA1,0.00,0.95139,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FUT8,0.06,0.40635,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FYN,0.24,0.00014,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FZD3,-0.18,0.00107,AMP_AD_MSSM_PHG_FEMALE,AD,Human
FZR1,0.05,0.19187,AMP_AD_MSSM_PHG_FEMALE,AD,Human
G6PD,-0.05,0.43320,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GAB1,0.36,0.00018,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GAB2,0.24,0.01788,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GABBR1,-0.11,0.07193,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GABRA1,-0.30,0.00769,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GAD1,-0.36,0.01569,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GADD45G,0.23,0.31978,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GAMT,-0.02,0.79853,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GAPDH,-0.12,0.03375,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GART,0.00,0.97911,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GATM,0.27,0.00392,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GBE1,0.19,0.00268,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GCDH,0.02,0.75246,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GCK,0.05,0.60718,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GCLC,0.09,0.16922,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GFPT1,-0.12,0.01940,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GGPS1,0.00,0.94119,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GGT1,0.16,0.05248,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GHR,-0.08,0.34307,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GJA1,0.61,0.00008,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GK,-0.07,0.26738,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GLA,-0.06,0.42811,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GLB1,-0.06,0.18308,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GLI2,0.41,0.00540,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GLI3,0.10,0.38056,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GLS2,-0.26,0.01077,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GLUD1,0.08,0.32572,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GLUL,0.06,0.56595,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GNA11,0.04,0.34432,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GNAI1,0.04,0.52635,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GNAO1,-0.10,0.08141,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GNAQ,-0.05,0.13150,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GNAS,-0.05,0.37017,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GNB3,-0.13,0.32145,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GNB5,-0.24,0.00139,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GNRHR,-0.02,0.86491,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GOT2,-0.09,0.15147,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GPC1,-0.10,0.14217,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GPC4,0.18,0.06495,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GPHN,-0.06,0.33170,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GPI,-0.12,0.03185,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GPT,0.15,0.12372,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GPX4,0.04,0.50828,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRB10,-0.02,0.68972,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRB2,0.02,0.58692,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRIA1,-0.11,0.13812,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRIA2,-0.21,0.00040,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRIA3,-0.26,0.00014,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRIN1,-0.10,0.24170,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRIN2A,-0.24,0.01398,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRIN2B,-0.14,0.10025,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRIN3A,-0.10,0.33784,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRM1,-0.10,0.31700,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRM2,-0.32,0.00475,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRM3,0.01,0.86376,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRM4,0.03,0.70281,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRM5,-0.17,0.03651,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GRM7,-0.21,0.01344,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GSK3B,-0.09,0.06886,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GSN,0.42,0.00082,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GSR,0.01,0.80564,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GSS,-0.22,0.00118,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GSTK1,0.03,0.61042,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GSTO2,-0.07,0.50383,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GSTP1,0.17,0.01629,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GSTZ1,-0.06,0.56502,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GUCY1A2,-0.18,0.02689,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GYG1,0.10,0.08143,AMP_AD_MSSM_PHG_FEMALE,AD,Human
GYS1,0.09,0.16870,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HAAO,0.16,0.15571,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HADH,0.08,0.11271,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HADHA,0.18,0.00769,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HAP1,0.25,0.06143,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HBEGF,0.12,0.25950,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HCK,0.13,0.53515,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HDAC1,0.31,0.00016,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HDAC5,-0.08,0.06847,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HDAC6,0.04,0.40140,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HES1,0.29,0.05344,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HEY1,-0.13,0.05421,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HGF,0.25,0.19408,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HHEX,0.36,0.00641,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HIBADH,0.17,0.00562,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HIBCH,0.07,0.25365,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HIF1A,0.15,0.02652,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HK1,-0.17,0.00428,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HLA-DMA,0.34,0.03175,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HMGB1,-0.02,0.70718,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HMGCL,-0.01,0.86631,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HMGCR,-0.23,0.00976,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HMGCS1,-0.24,0.02027,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HMOX1,0.38,0.04982,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HNRNPK,0.08,0.02399,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HPRT1,-0.27,0.00175,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HRAS,-0.05,0.35565,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HSD17B10,0.18,0.04885,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HSD17B12,0.05,0.55964,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HSP90AA1,-0.19,0.05053,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HSP90B1,0.00,0.97353,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HSPA1A,0.16,0.46721,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HSPB1,0.76,0.00052,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HSPD1,0.04,0.55060,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HTR1A,-0.36,0.02738,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HTR2A,-0.49,0.00006,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HTR7,-0.16,0.19612,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HTRA2,-0.01,0.84341,AMP_AD_MSSM_PHG_FEMALE,AD,Human
HTT,-0.08,0.05230,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ICAM1,0.46,0.05722,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ID1,0.48,0.00282,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ID2,0.01,0.89541,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IDE,-0.04,0.21459,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IDH1,0.06,0.38408,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IDH3A,-0.17,0.00893,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IDI1,-0.12,0.09046,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IFNAR1,0.09,0.02326,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IFNAR2,0.05,0.30979,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IFT57,0.09,0.08657,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IGF1R,0.14,0.01148,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IGF2,0.49,0.06013,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IGFBP3,0.05,0.76866,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IKBKB,0.16,0.00412,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IKBKE,0.19,0.14855,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IKBKG,-0.20,0.01296,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IL10RA,0.32,0.03088,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IL17RB,0.23,0.03980,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IL18,0.28,0.06069,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IL1R1,0.38,0.06873,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IL6R,0.34,0.00229,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IL6ST,0.22,0.00168,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IMPA1,-0.18,0.00948,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IMPDH1,-0.04,0.53385,AMP_AD_MSSM_PHG_FEMALE,AD,Human
INHBA,0.18,0.26835,AMP_AD_MSSM_PHG_FEMALE,AD,Human
INPP4A,-0.19,0.00046,AMP_AD_MSSM_PHG_FEMALE,AD,Human
INPP5D,0.26,0.02705,AMP_AD_MSSM_PHG_FEMALE,AD,Human
INPPL1,0.27,0.00105,AMP_AD_MSSM_PHG_FEMALE,AD,Human
INSR,0.12,0.01252,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IRAK1,0.17,0.02016,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IRF1,0.33,0.00392,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IRF7,0.42,0.00031,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IRF9,0.33,0.00488,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IRS1,0.03,0.73284,AMP_AD_MSSM_PHG_FEMALE,AD,Human
IRS2,0.08,0.24276,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ISG15,0.03,0.79463,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITCH,0.05,0.19993,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITGA11,-0.09,0.28329,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITGA2B,-0.11,0.23656,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITGA4,-0.02,0.85379,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITGA5,0.19,0.21568,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITGA6,0.34,0.00126,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITGAL,0.38,0.02552,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITGAM,0.12,0.40078,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITGAV,0.17,0.06039,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITGB1,0.34,0.00048,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITGB2,0.36,0.05162,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITPA,-0.14,0.04122,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITPR1,-0.21,0.01023,AMP_AD_MSSM_PHG_FEMALE,AD,Human
ITPR3,0.34,0.00152,AMP_AD_MSSM_PHG_FEMALE,AD,Human
JAG1,-0.02,0.85722,AMP_AD_MSSM_PHG_FEMALE,AD,Human
JAK1,0.04,0.32349,AMP_AD_MSSM_PHG_FEMALE,AD,Human
JAK2,0.13,0.02364,AMP_AD_MSSM_PHG_FEMALE,AD,Human
JAK3,-0.27,0.04242,AMP_AD_MSSM_PHG_FEMALE,AD,Human
JUN,0.08,0.43088,AMP_AD_MSSM_PHG_FEMALE,AD,Human
JUNB,0.31,0.06084,AMP_AD_MSSM_PHG_FEMALE,AD,Human
JUP,0.29,0.00417,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KAT5,-0.02,0.71935,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KCNC3,-0.16,0.17729,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KCNJ10,0.25,0.08807,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KCNJ6,-0.10,0.29775,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KCNN2,-0.22,0.00823,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KDM1A,-0.02,0.65623,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KDR,0.45,0.01247,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KEAP1,0.14,0.00340,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KIDINS220,-0.02,0.52138,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KIF3A,-0.17,0.00154,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KIF5A,-0.02,0.78012,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KIT,-0.03,0.81447,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KITLG,-0.17,0.03049,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KLB,0.18,0.21080,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KLF4,0.62,0.00336,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KMO,-0.41,0.00372,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KMT2A,0.12,0.00623,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KRAS,-0.15,0.00227,AMP_AD_MSSM_PHG_FEMALE,AD,Human
KYNU,0.26,0.27553,AMP_AD_MSSM_PHG_FEMALE,AD,Human
L2HGDH,-0.13,0.01391,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LAMC1,0.19,0.00518,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LAMC3,0.24,0.04036,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LATS2,0.47,0.00015,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LCP2,0.06,0.62792,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LDHD,-0.02,0.77032,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LDLR,0.20,0.19543,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LEF1,0.40,0.00148,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LEPR,0.04,0.73766,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LIMK1,-0.25,0.00069,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LIPE,0.05,0.65543,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LPAR1,0.24,0.11737,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LPAR6,0.24,0.01205,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LPCAT3,0.00,0.97570,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LPIN1,0.21,0.00001,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LPL,-0.15,0.33943,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LRP1,0.05,0.28685,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LRP6,0.10,0.06561,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LRRK2,-0.17,0.00155,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LSM4,-0.17,0.00269,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LTA4H,0.01,0.76540,AMP_AD_MSSM_PHG_FEMALE,AD,Human
LYN,0.18,0.19543,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAD1L1,-0.08,0.05288,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAD2L2,0.07,0.36640,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAF,0.16,0.14070,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAGED1,-0.21,0.00265,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MALT1,0.00,0.95297,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAML3,0.28,0.00010,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAOA,0.08,0.38728,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP2K1,-0.18,0.02691,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP2K3,0.27,0.00108,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP2K4,-0.14,0.02569,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP2K5,-0.11,0.02084,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP2K6,-0.12,0.09551,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP2K7,0.05,0.23381,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP3K1,0.12,0.07406,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP3K10,-0.03,0.66214,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP3K11,0.06,0.34641,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP3K14,0.27,0.00155,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP3K2,0.11,0.01173,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP3K3,0.20,0.00005,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP3K5,0.20,0.00006,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP3K7,0.11,0.00165,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAP3K8,0.15,0.27407,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAPK1,-0.05,0.30827,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAPK14,0.00,0.92961,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAPK7,0.15,0.04420,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAPK8,-0.19,0.00021,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAPKAP1,0.02,0.60695,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAPKAPK2,0.36,0.00050,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAPT,-0.08,0.05450,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MARCKS,-0.06,0.45952,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MAX,0.13,0.00595,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MCAT,-0.15,0.02994,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MCCC1,-0.02,0.51763,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MCL1,0.32,0.00590,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MCM2,0.01,0.94295,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MCM3,0.11,0.09729,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MCM4,-0.18,0.01170,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MCM5,0.28,0.01061,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MCM6,-0.11,0.15016,AMP_AD_MSSM_PHG_FEMALE,AD,Human
MCM7,0.16,0.05160,AMP_AD_MSSM_PHG_FEMALE,AD,Human
