Gene,WikiPathway,BioPlanet,KEGG,Datasets,Total
RCAN1,1,1,1,WBK,3
RCAN2,1,1,1,WBK,3
RCN1,1,0,0,W,1
RHOC,1,1,0,WB,2
RHOJ,1,1,1,WBK,3
RND1,1,1,1,WBK,3
ROCK1,1,1,1,WBK,3
ROCK2,1,1,1,WBK,3
RPL10A,1,1,0,WB,2
RPL13A,1,1,0,WB,2
RPL18A,1,1,0,WB,2
RPL26,1,1,0,WB,2
RPL27,1,1,0,WB,2
RPL7,1,1,0,WB,2
RPLP2,1,1,0,WB,2
RPS11,1,1,0,WB,2
S1PR1,1,1,1,WBK,3
SARS1 /// SARS2,1,0,0,W,1
SCUBE2,1,0,1,WK,2
SDCBP,1,1,0,WB,2
SDF2L1,1,0,0,W,1
SELE,1,1,1,WBK,3
SEMA6D,1,1,0,WB,2
SET,1,0,0,W,1
SH2D2A,1,1,0,WB,2
SH3BGRL3,1,0,0,W,1
SHB,1,0,0,W,1
SHROOM2,1,0,0,W,1
SIAH2,1,1,0,WB,2
SLC25A11,1,1,0,WB,2
SLC25A25,1,0,0,W,1
SLC7A1,1,1,1,WBK,3
SLC8A1,1,1,0,WB,2
SMARCA2,1,1,1,WBK,3
SND1,1,0,1,WK,2
SPIRE1,1,0,0,W,1
SRF,1,1,1,WBK,3
SRP54,1,1,0,WB,2
SRPK1,1,0,0,W,1
SSR3,1,1,0,WB,2
SSR4,1,1,0,WB,2
STAM,1,1,0,WB,2
STIP1,1,1,1,WBK,3
SYNJ1,1,1,0,WB,2
TAL1,1,0,0,W,1
TAOK2,1,0,0,W,1
TBCA,1,1,0,WB,2
TEAD4,1,1,0,WB,2
TFAM,1,1,1,WBK,3
TFCP2,1,1,0,WB,2
TMEM170A,1,0,0,W,1
TMOD1,1,1,0,WB,2
TMOD3,1,0,0,W,1
TMSB10,1,0,0,W,1
TMSB4X,1,1,0,WB,2
TNFRSF10C,1,1,0,WB,2
TNFRSF25,1,1,0,WB,2
TPCN2,1,0,1,WK,2
TPM3,1,1,0,WB,2
TPP1,1,1,1,WBK,3
TRAF3IP2,1,1,1,WBK,3
TRIP4,1,0,0,W,1
TRPC1,1,1,1,WBK,3
TRPC3,1,1,1,WBK,3
TUBA1C,1,1,0,WB,2
TUBB8,1,1,0,WB,2
TXNDC5,1,1,0,WB,2
TXNIP,1,1,0,WB,2
UBAP2L,1,0,0,W,1
USP10,1,0,0,W,1
VAV2,1,1,0,WB,2
VCL,1,1,1,WBK,3
VPS39,1,0,1,WK,2
WASF1,1,0,0,W,1
ZC3H15,1,0,0,W,1
ZNF555,1,0,0,W,1
ARF1,1,1,1,WBK,3
ARHGAP33,1,1,0,WB,2
CYTH3,1,1,0,WB,2
EHD1,1,1,0,WB,2
EHD2,1,1,0,WB,2
ENPP1,1,1,1,WBK,3
FOS,1,1,1,WBK,3
GRB14,1,1,0,WB,2
INPP4A,1,1,1,WBK,3
INPPL1,1,1,1,WBK,3
KIF3A,1,1,1,WBK,3
KIF5B,1,1,0,WB,2
PPP1R3A,1,1,0,WB,2
PRKCH,1,1,0,WB,2
PTPRF,1,1,1,WBK,3
REG1A,1,1,0,WB,2
RRAD,1,1,0,WB,2
SH2B2,1,1,1,WBK,3
SNAP23,1,1,0,WB,2
STX4,1,1,0,WB,2
STXBP1,1,1,1,WBK,3
STXBP2,1,1,0,WB,2
STXBP3,1,1,0,WB,2
STXBP4,1,1,0,WB,2
XBP1,1,1,1,WBK,3
ACADS,1,1,1,WBK,3
ACADVL,1,1,1,WBK,3
ACAT1,1,1,1,WBK,3
CHKB,1,1,0,WB,2
CRAT,1,1,1,WBK,3
ECI1,1,1,0,WB,2
GCDH,1,1,1,WBK,3
GK,1,1,1,WBK,3
GPD2,1,1,0,WB,2
LIPC,1,1,0,WB,2
LIPF,1,1,0,WB,2
SLC25A20,1,1,0,WB,2
ASPHD1,1,0,0,W,1
BPTF,1,1,0,WB,2
C16orf54,1,0,0,W,1
C16orf92,1,0,0,W,1
CA5AP1,1,0,0,W,1
CASP8,1,1,1,WBK,3
CCDC6,1,1,0,WB,2
CCT2,1,1,0,WB,2
CCT3,1,1,0,WB,2
CCT4,1,1,0,WB,2
CCT5,1,1,0,WB,2
CCT6A,1,1,0,WB,2
CCT6B,1,0,0,W,1
CCT8,1,1,0,WB,2
CDIPT,1,1,1,WBK,3
CDIPTOSP,1,0,0,W,1
CORO1A,1,1,0,WB,2
DOC2A,1,0,0,W,1
TLCD3B,1,0,0,W,1
GDPD3,1,0,0,W,1
HIRA,1,0,0,W,1
HIRIP3,1,0,0,W,1
IGBP1,1,1,0,WB,2
INO80E,1,0,0,W,1
KCTD13,1,0,0,W,1
KIF22,1,1,0,WB,2
KMT2C,1,1,0,WB,2
KMT2D,1,0,0,W,1
MIR3680-1,1,0,0,W,1
MIR3680-2,1,0,0,W,1
MSN,1,1,1,WBK,3
MVP,1,0,0,W,1
PAGR1,1,0,0,W,1
PARP4,1,0,0,W,1
PAXIP1,1,0,0,W,1
PPP4C,1,0,0,W,1
PPP4R1,1,0,0,W,1
PPP4R2,1,0,0,W,1
PPP4R3A,1,0,0,W,1
PPP4R3B,1,0,0,W,1
PPP4R3C,1,0,1,WK,2
PPP4R4,1,0,0,W,1
PRRT2,1,0,0,W,1
QPRT,1,1,0,WB,2
REL,1,1,1,WBK,3
RN7SKP127,1,0,0,W,1
SEZ6L2,1,0,0,W,1
SIAH1,1,1,1,WBK,3
SLC7A5P1,1,0,0,W,1
SMG1P2,1,0,0,W,1
SPN,1,1,0,WB,2
TBX6,1,0,0,W,1
TCP1,1,1,0,WB,2
TMEM219,1,0,0,W,1
TRAF2,1,1,1,WBK,3
TRAF6,1,1,1,WBK,3
UNC13A,1,0,0,W,1
UNC13B,1,1,1,WBK,3
YPEL3,1,0,0,W,1
ZG16,1,0,0,W,1
ADAM17,1,1,0,WB,2
ADRM1,1,1,0,WB,2
AMBRA1,1,1,1,WBK,3
APAF1,1,1,1,WBK,3
APBB1,1,1,1,WBK,3
APC2,1,1,1,WBK,3
APH1A,1,1,1,WBK,3
APH1B,1,1,0,WB,2
APOE,1,1,1,WBK,3
APP,1,1,1,WBK,3
ARAF,1,1,1,WBK,3
ATG101,1,0,1,WK,2
ATG13,1,1,1,WBK,3
ATG14,1,0,1,WK,2
ATG2A,1,0,0,W,1
ATG2B,1,0,0,W,1
ATP2A1,1,1,1,WBK,3
ATP2A2,1,1,0,WB,2
ATP2A3,1,1,0,WB,2
AXIN2,1,1,0,WB,2
BACE1,1,1,1,WBK,3
BECN2,1,0,1,WK,2
BRAF,1,1,1,WBK,3
CACNA1C,1,1,1,WBK,3
CACNA1D,1,1,1,WBK,3
CACNA1F,1,1,0,WB,2
CACNA1S,1,1,0,WB,2
CALML3,1,1,0,WB,2
CALML4,1,0,0,W,1
CALML5,1,1,0,WB,2
CALML6,1,1,1,WBK,3
CAPN1,1,1,1,WBK,3
CASP12,1,1,1,WBK,3
CASP7,1,1,1,WBK,3
CDK5,1,1,1,WBK,3
CDK5R1,1,1,1,WBK,3
CSNK1A1,1,1,0,WB,2
CSNK1A1L,1,1,1,WBK,3
CSNK1E,1,1,0,WB,2
CSNK2A1,1,1,1,WBK,3
CSNK2A2,1,1,0,WB,2
CSNK2A3,1,0,0,W,1
CSNK2B,1,1,0,WB,2
DKK2,1,1,0,WB,2
DKK4,1,1,0,WB,2
EIF2AK2,1,1,1,WBK,3
EIF2S1,1,1,1,WBK,3
FRAT2,1,1,0,WB,2
FZD10,1,1,1,WBK,3
FZD2,1,1,0,WB,2
FZD3,1,1,1,WBK,3
FZD5,1,1,0,WB,2
FZD6,1,1,0,WB,2
FZD7,1,1,0,WB,2
FZD8,1,1,0,WB,2
GNAQ,1,1,1,WBK,3
GPR83,1,1,0,WB,2
GRIN2A,1,1,1,WBK,3
GRIN2B,1,1,1,WBK,3
GRIN2C,1,1,0,WB,2
GRIN2D,1,1,0,WB,2
HSD17B10,1,1,1,WBK,3
IDE,1,1,1,WBK,3
ITPR1,1,1,1,WBK,3
ITPR3,1,1,1,WBK,3
KIF5A,1,1,1,WBK,3
KIF5C,1,1,0,WB,2
KLC1,1,1,0,WB,2
KLC2,1,1,0,WB,2
KLC3,1,1,1,WBK,3
KLC4,1,1,0,WB,2
LRP1,1,1,1,WBK,3
LRP5,1,1,0,WB,2
LRP6,1,1,1,WBK,3
MAPT,1,1,1,WBK,3
MCU,1,0,1,WK,2
MIR101-1,1,0,1,WK,2
MIR10A,1,0,1,WK,2
MIR124-1,1,0,1,WK,2
MIR124-2,1,0,0,W,1
MIR124-3,1,0,0,W,1
MIR125A,1,0,1,WK,2
MIR125B1,1,0,1,WK,2
MIR127,1,0,0,W,1
MIR1285-2,1,0,0,W,1
MIR129-1,1,0,1,WK,2
MIR129-2,1,0,0,W,1
MIR1307,1,0,0,W,1
MIR132,1,0,0,W,1
MIR134,1,0,0,W,1
MIR135A1,1,0,1,WK,2
MIR135A2,1,0,0,W,1
MIR136,1,0,0,W,1
MIR138-1,1,0,0,W,1
MIR138-2,1,0,0,W,1
MIR139,1,0,0,W,1
MIR181A1,1,0,0,W,1
MIR181A2,1,0,1,WK,2
MIR181B1,1,0,0,W,1
MIR181B2,1,0,0,W,1
MIR181D,1,0,0,W,1
MIR182,1,0,0,W,1
MIR184,1,0,0,W,1
MIR199B,1,0,1,WK,2
MIR218-1,1,0,0,W,1
MIR218-2,1,0,0,W,1
MIR219A2,1,0,0,W,1
MIR29A,1,0,1,WK,2
MIR29B1,1,0,0,W,1
MIR29C,1,0,0,W,1
MIR30C2,1,0,0,W,1
MIR3176,1,0,0,W,1
MIR3200,1,0,0,W,1
MIR323A,1,0,0,W,1
MIR326,1,0,1,WK,2
MIR329-1,1,0,0,W,1
MIR329-2,1,0,0,W,1
MIR33B,1,0,0,W,1
MIR34B,1,1,1,WBK,3
MIR34C,1,1,1,WBK,3
MIR375,1,0,1,WK,2
MIR377,1,0,0,W,1
MIR381,1,0,0,W,1
MIR410,1,0,0,W,1
MIR431,1,0,0,W,1
MIR433,1,0,0,W,1
MIR488,1,0,0,W,1
MIR495,1,0,0,W,1
MIR598,1,0,0,W,1
MIR671,1,0,0,W,1
MIR708,1,0,0,W,1
MIR760,1,0,0,W,1
MIR769,1,0,0,W,1
MIR873,1,0,0,W,1
MIR874,1,0,0,W,1
MIR887,1,0,0,W,1
MIR9-1,1,0,1,WK,2
MIR9-2,1,0,0,W,1
MIR9-3,1,1,0,WB,2
MIR95,1,0,0,W,1
MME,1,1,1,WBK,3
"NAE1",1,1,1,WBK,3
NCSTN,1,1,1,WBK,3
NOX1,1,1,1,WBK,3
NRBF2,1,0,1,WK,2
PLCB2,1,1,0,WB,2
PLCB4,1,1,0,WB,2
PPID,1,1,1,WBK,3
PPIF,1,0,1,WK,2
PPP3CB,1,1,0,WB,2
PPP3CC,1,1,0,WB,2
PPP3R1,1,1,0,WB,2
PPP3R2,1,1,0,WB,2
PSEN1,1,1,1,WBK,3
PSEN2,1,1,0,WB,2
PSENEN,1,1,1,WBK,3
PSMA1,1,1,0,WB,2
PSMA2,1,1,0,WB,2
PSMA3,1,1,0,WB,2
PSMA4,1,1,0,WB,2
PSMA5,1,1,0,WB,2
PSMA6,1,1,0,WB,2
PSMA7,1,1,0,WB,2
PSMA8,1,1,1,WBK,3
PSMB1,1,1,0,WB,2
PSMB2,1,1,0,WB,2
PSMB3,1,1,0,WB,2
PSMB4,1,1,0,WB,2
PSMB5,1,1,0,WB,2
PSMB6,1,1,0,WB,2
PSMB7,1,1,0,WB,2
PSMC1,1,1,1,WBK,3
PSMC2,1,1,0,WB,2
PSMC3,1,1,0,WB,2
PSMC4,1,1,0,WB,2
PSMC6,1,1,0,WB,2
PSMD1,1,1,0,WB,2
PSMD12,1,1,0,WB,2
PSMD13,1,1,0,WB,2
PSMD14,1,1,1,WBK,3
PSMD2,1,1,0,WB,2
PSMD3,1,1,0,WB,2
PSMD6,1,1,0,WB,2
PSMD7,1,1,0,WB,2
PSMD8,1,1,0,WB,2
PSMD9,1,1,0,WB,2
RB1CC1,1,1,1,WBK,3
RTN3,1,0,1,WK,2
RTN4,1,1,0,WB,2
RYR3,1,1,1,WBK,3
SEM1,1,0,0,W,1
SLC25A31,1,1,0,WB,2
SLC25A5,1,1,0,WB,2
SLC25A6,1,1,0,WB,2
SNCA,1,1,1,WBK,3
TNFRSF1A,1,1,1,WBK,3
TUBA1A,1,1,0,WB,2
TUBA1B,1,1,1,WBK,3
TUBA3C,1,1,0,WB,2
TUBA3D,1,1,0,WB,2
TUBA3E,1,1,0,WB,2
TUBA4A,1,1,0,WB,2
TUBA8,1,1,0,WB,2
TUBAL3,1,1,0,WB,2
TUBB,1,1,0,WB,2
TUBB1,1,1,0,WB,2
TUBB2A,1,1,0,WB,2
TUBB2B,1,1,0,WB,2
TUBB3,1,1,1,WBK,3
TUBB4A,1,1,0,WB,2
TUBB4B,1,1,0,WB,2
TUBB6,1,1,0,WB,2
ULK2,1,1,0,WB,2
VDAC1,1,1,1,WBK,3
VDAC2,1,1,1,WBK,3
VDAC3,1,1,1,WBK,3
WIPI1,1,1,0,WB,2
WIPI2,1,0,1,WK,2
TLE5,1,1,0,WB,2
AHI1,1,0,0,W,1
ANKS1B,1,0,0,W,1
ARHGAP10,1,1,0,WB,2
ARHGAP15,1,1,0,WB,2
ARHGDIG,1,1,0,WB,2
ARHGEF9,1,1,0,WB,2
ARX,1,0,0,W,1
ASTN1,1,0,0,W,1
BAZ1A,1,0,0,W,1
BCAS3,1,0,0,W,1
BCOR,1,0,0,W,1
BMPR1A,1,1,1,WBK,3
BOC,1,1,1,WBK,3
C1GALT1,1,1,0,WB,2
YJU2B,1,0,0,W,1
CCDC88C,1,0,1,WK,2
CDH6,1,1,0,WB,2
CDH8,1,1,0,WB,2
CDON,1,1,0,WB,2
CELSR2,1,1,0,WB,2
CLDN11,1,0,0,W,1
CLVS1,1,0,0,W,1
CROCCP2,1,0,0,W,1
CTBP1,1,1,1,WBK,3
CTNNA2,1,1,0,WB,2
CTNND2,1,0,1,WK,2
DMD,1,1,0,WB,2
EDA,1,0,0,W,1
EDA2R,1,0,0,W,1
ELOVL2,1,1,1,WBK,3
ELOVL4,1,1,1,WBK,3
FOXA2,1,1,1,WBK,3
FOXL1,1,0,0,W,1
FZD4,1,1,0,WB,2
GAS2L1,1,0,0,W,1
GATA6,1,1,0,WB,2
GLB1,1,1,1,WBK,3
GLI3,1,1,1,WBK,3
GRAMD1B,1,0,0,W,1
GREB1,1,1,0,WB,2
HDAC10,1,1,0,WB,2
HESX1,1,0,1,WK,2
H2BC9,1,1,0,WB,2
HMGB2,1,0,0,W,1
JAKMIP1,1,1,0,WB,2
JUP,1,1,1,WBK,3
KCNK10,1,1,0,WB,2
KIFC3,1,1,0,WB,2
KRT6A,1,1,0,WB,2
LHX1,1,1,0,WB,2
LY6E,1,1,0,WB,2
MAFB,1,0,0,W,1
MIR15B,1,0,0,W,1
MIR361,1,0,0,W,1
MKS1,1,0,0,W,1
MYORG,1,0,0,W,1
MZF1,1,0,0,W,1
"NARS2",1,0,0,W,1
NF2,1,0,1,WK,2
NLGN1,1,1,0,WB,2
NLK,1,1,1,WBK,3
NR2F2,1,1,0,WB,2
NUMA1,1,1,0,WB,2
OGT,1,0,1,WK,2
PAN2,1,0,1,WK,2
PAX3,1,1,1,WBK,3
PAX6,1,1,1,WBK,3
PDE7A,1,1,0,WB,2
PHF8,1,0,0,W,1
PI4KA,1,1,1,WBK,3
PIM1,1,1,1,WBK,3
PLCXD3,1,0,0,W,1
PLXNA2,1,1,0,WB,2
PODXL,1,0,1,WK,2
PPFIBP2,1,0,0,W,1
PTPN13,1,1,0,WB,2
PTPRB,1,0,0,W,1
RAB8B,1,0,0,W,1
RGMA,1,1,1,WBK,3
RHPN1,1,0,0,W,1
RIT1,1,1,0,WB,2
ROR2,1,1,0,WB,2
RRBP1,1,1,0,WB,2
SCHIP1,1,1,0,WB,2
SERPINB6,1,1,1,WBK,3
SGSM3,1,0,0,W,1
SIX6,1,0,0,W,1
SKIL,1,1,1,WBK,3
SMURF1,1,1,0,WB,2
SOCS2,1,1,0,WB,2
SORCS1,1,0,0,W,1
SPRY2,1,1,1,WBK,3
ST8SIA4,1,1,0,WB,2
STC1,1,1,0,WB,2
STX16,1,1,0,WB,2
TBL1X,1,1,1,WBK,3
TFAP2A,1,1,0,WB,2
TFAP2C,1,0,0,W,1
TNFRSF11B,1,1,0,WB,2
TOX3,1,0,0,W,1
TRIM33,1,0,0,W,1
TRPM2,1,0,0,W,1
TSC22D1,1,0,0,W,1
TSKU,1,0,0,W,1
TTC14,1,0,0,W,1
UBTF,1,1,0,WB,2
VAX2,1,0,0,W,1
WDR44,1,0,0,W,1
ZBTB16,1,1,1,WBK,3
ZBTB2,1,0,0,W,1
ZBTB7B,1,0,0,W,1
ZFHX4,1,0,0,W,1
ZNF219,1,0,0,W,1
ADIPOR1,1,1,1,WBK,3
ADIPOR2,1,1,0,WB,2
COX4I1,1,1,1,WBK,3
COX4I2,1,1,0,WB,2
COX5A,1,1,1,WBK,3
COX5B,1,1,1,WBK,3
COX6A1,1,1,1,WBK,3
COX6A2,1,1,0,WB,2
COX6B1,1,1,0,WB,2
COX6B2,1,1,1,WBK,3
COX6C,1,1,1,WBK,3
COX7A1,1,1,1,WBK,3
COX7A2,1,1,0,WB,2
COX7A2L,1,1,0,WB,2
COX7B,1,1,1,WBK,3
COX7B2,1,1,0,WB,2
COX7C,1,1,1,WBK,3
COX8A,1,1,1,WBK,3
COX8C,1,1,0,WB,2
CYC1,1,1,1,WBK,3
CYP2E1,1,1,1,WBK,3
LEPR,1,1,1,WBK,3
MLX,1,1,0,WB,2
MLXIP,1,0,1,WK,2
MT-CO1,1,0,0,W,1
MT-CO2,1,0,0,W,1
MT-CO3,1,0,0,W,1
MT-CYB,1,0,0,W,1
NDUFA1,1,1,1,WBK,3
NDUFA10,1,1,1,WBK,3
NDUFA11,1,1,1,WBK,3
NDUFA12,1,1,1,WBK,3
NDUFA13,1,1,1,WBK,3
NDUFA2,1,1,1,WBK,3
NDUFA3,1,1,1,WBK,3
NDUFA4,1,1,1,WBK,3
NDUFA4L2,1,1,0,WB,2
NDUFA5,1,1,1,WBK,3
NDUFA6,1,1,1,WBK,3
NDUFA7,1,1,1,WBK,3
NDUFA8,1,1,1,WBK,3
NDUFA9,1,1,1,WBK,3
NDUFAB1,1,1,1,WBK,3
NDUFB1,1,1,1,WBK,3
NDUFB10,1,1,1,WBK,3
NDUFB11,1,1,1,WBK,3
NDUFB2,1,1,1,WBK,3
NDUFB3,1,1,1,WBK,3
NDUFB4,1,1,1,WBK,3
NDUFB5,1,1,1,WBK,3
NDUFB6,1,1,1,WBK,3
NDUFB7,1,1,1,WBK,3
NDUFB8,1,1,1,WBK,3
NDUFB9,1,1,1,WBK,3
NDUFC1,1,1,1,WBK,3
NDUFC2,1,1,0,WB,2
NDUFC2-KCTD14,1,1,0,WB,2
NDUFS1,1,1,1,WBK,3
NDUFS2,1,1,1,WBK,3
NDUFS3,1,1,1,WBK,3
NDUFS4,1,1,1,WBK,3
NDUFS5,1,1,1,WBK,3
NDUFS6,1,1,1,WBK,3
NDUFS7,1,1,1,WBK,3
NDUFS8,1,1,1,WBK,3
NDUFV1,1,1,1,WBK,3
NDUFV2,1,1,1,WBK,3
NDUFV3,1,1,1,WBK,3
SDHC,1,1,1,WBK,3
SDHD,1,1,1,WBK,3
SMAD7,1,1,1,WBK,3
UQCR10,1,1,1,WBK,3
UQCR11,1,1,1,WBK,3
UQCRB,1,1,1,WBK,3
UQCRC1,1,1,1,WBK,3
UQCRC2,1,1,1,WBK,3
UQCRFS1,1,1,1,WBK,3
UQCRH,1,1,0,WB,2
UQCRHL,1,1,1,WBK,3
UQCRQ,1,1,1,WBK,3
VCAM1,1,1,1,WBK,3
AARS1,1,0,0,W,1
ABCF1,1,0,0,W,1
ABHD16A,1,0,0,W,1
ACOD1,1,0,0,W,1
ACTA1,1,1,0,WB,2
ACTA2,1,1,0,WB,2
ADAMTS5,1,1,0,WB,2
ALS2,1,1,1,WBK,3
ANP32A,1,1,0,WB,2
APBA2,1,1,0,WB,2
ARFGAP1,1,1,0,WB,2
ARFGAP2,1,0,0,W,1
ARL4D,1,0,0,W,1
ATF3,1,1,0,WB,2
B2M,1,1,1,WBK,3
BPGM,1,1,1,WBK,3
BTG2,1,1,0,WB,2
CA11,1,0,0,W,1
CCDC9,1,0,0,W,1
CCL1,1,1,0,WB,2
CCL18,1,1,0,WB,2
CCL19,1,1,0,WB,2
CCL3,1,1,0,WB,2
CCL4,1,1,0,WB,2
CCL5,1,1,1,WBK,3
CCNA2,1,1,1,WBK,3
CCNB2,1,1,1,WBK,3
CD81,1,1,1,WBK,3
CD83,1,1,0,WB,2
CDK5R2,1,0,0,W,1
CENPB,1,1,0,WB,2
CETP,1,1,0,WB,2
CFLAR,1,1,1,WBK,3
CLDN12,1,0,0,W,1
CLDN15,1,0,0,W,1
CNTN2,1,1,0,WB,2
COX17,1,1,1,WBK,3
CRYGC,1,0,0,W,1
CSN2,1,1,1,WBK,3
CXCL16,1,1,0,WB,2
CXCL2,1,1,0,WB,2
CXCL3,1,1,0,WB,2
DES,1,0,0,W,1
EEF2,1,1,1,WBK,3
EPS8,1,1,0,WB,2
FAM110A,1,0,0,W,1
FAM186B,1,0,0,W,1
FBXW7,1,1,0,WB,2
FOXN3,1,1,0,WB,2
GATA1,1,1,0,WB,2
GPAT4,1,0,0,W,1
GRM7,1,1,1,WBK,3
GRN,1,1,0,WB,2
HCAR2,1,1,0,WB,2
HDGF,1,1,0,WB,2
HOXD8,1,0,0,W,1
HPS1,1,0,0,W,1
HSPB8,1,1,0,WB,2
IER3,1,1,0,WB,2
IL17RC,1,0,1,WK,2
IL18,1,1,1,WBK,3
IL18BP,1,0,0,W,1
IL18R1,1,1,0,WB,2
IL18RAP,1,1,0,WB,2
IL37,1,0,0,W,1
IL9,1,1,0,WB,2
IMP3,1,0,0,W,1
IRAK1,1,1,1,WBK,3
IRF1,1,1,1,WBK,3
IRF6,1,1,0,WB,2
ITM2C,1,0,0,W,1
KLF2,1,0,1,WK,2
KRT31,1,0,0,W,1
LCK,1,1,1,WBK,3
LMNB2,1,0,0,W,1
LONP2,1,1,0,WB,2
LRRFIP1,1,1,0,WB,2
LTB,1,1,0,WB,2
MBTPS1,1,1,0,WB,2
MEPCE,1,0,0,W,1
MMP13,1,1,1,WBK,3
MMP3,1,1,1,WBK,3
MMP8,1,0,0,W,1
MMP9,1,1,1,WBK,3
MTCH1,1,0,0,W,1
IRF4 /// PWWP3A,1,0,0,W,1
MYD88,1,1,1,WBK,3
MYH6,1,1,1,WBK,3
MYH7,1,1,0,WB,2
"NACA",1,1,0,WB,2
NCAPH2,1,0,0,W,1
NFATC4,1,1,0,WB,2
NFKBIE,1,1,0,WB,2
NFKBIZ,1,0,1,WK,2
NRN1,1,0,0,W,1
NSMF,1,0,0,W,1
PARP1,1,1,1,WBK,3
PHF20,1,0,0,W,1
PIGT,1,1,0,WB,2
PLA2G7,1,1,0,WB,2
PLD1,1,1,1,WBK,3
PPP1R13L,1,1,0,WB,2
PPT2,1,1,0,WB,2
PRCC,1,1,1,WBK,3
PRM1,1,0,0,W,1
PTMS,1,0,0,W,1
PTPN7,1,1,0,WB,2
PTX3,1,1,0,WB,2
RAE1,1,1,0,WB,2
RANGAP1,1,1,0,WB,2
RASA3,1,0,0,W,1
RFX5,1,0,0,W,1
RGS16,1,1,0,WB,2
RND2,1,0,0,W,1
RUNX2,1,1,1,WBK,3
RUSC1,1,0,0,W,1
S1PR4,1,1,0,WB,2
SDC4,1,1,0,WB,2
SEMA6C,1,1,1,WBK,3
SLC12A3,1,1,0,WB,2
SLC4A7,1,1,0,WB,2
SNTB1,1,1,0,WB,2
SPON1,1,1,0,WB,2
STK40,1,0,0,W,1
STMN1,1,1,1,WBK,3
STOML1,1,0,0,W,1
SYT10,1,0,0,W,1
TBX21,1,1,0,WB,2
TGM2,1,1,1,WBK,3
TICAM2,1,1,1,WBK,3
TIMP1,1,1,1,WBK,3
TIMP3,1,1,1,WBK,3
TMEM165,1,0,0,W,1
TNFAIP2,1,1,0,WB,2
TNFSF11,1,1,1,WBK,3
TNIP3,1,0,0,W,1
TOMM40,1,1,1,WBK,3
TRAF1,1,1,1,WBK,3
TRPC2,1,0,0,W,1
TRPC4AP,1,0,0,W,1
TRPM7,1,0,1,WK,2
TSHZ1,1,1,0,WB,2
UCK1,1,1,0,WB,2
UGGT1,1,1,0,WB,2
ULBP2,1,1,0,WB,2
USP5,1,0,0,W,1
CCN4,1,1,0,WB,2
ZBTB7A,1,1,0,WB,2
ZC3H12A,1,0,0,W,1
ZDHHC7,1,0,0,W,1
ZNF143,1,0,0,W,1
ZNF444,1,0,0,W,1
BDH1,1,1,1,WBK,3
OXCT1,1,1,1,WBK,3
UCP2,1,1,0,WB,2
CUL3,1,1,1,WBK,3
PDHA2,1,1,0,WB,2
SLC11A2,1,1,1,WBK,3
CD80,1,1,1,WBK,3
CD86,1,1,1,WBK,3
CYP24A1,1,1,1,WBK,3
HLA-DRA,1,1,0,WB,2
ALDH4A1,1,1,1,WBK,3
GLS2,1,1,1,WBK,3
"NAGS",1,1,1,WBK,3
SLC25A12,1,1,0,WB,2
SLC25A13,1,1,0,WB,2
SLC25A15,1,1,0,WB,2
CCL27,1,1,0,WB,2
NMNAT2,1,1,0,WB,2
SCO2,1,0,1,WK,2
SIRT1,1,1,1,WBK,3
SIRT2,1,0,0,W,1
SIRT3,1,1,1,WBK,3
SIRT5,1,0,0,W,1
ARNT2,1,1,1,WBK,3
BIRC7,1,1,0,WB,2
CADM2,1,0,0,W,1
COL21A1,1,0,0,W,1
CTSK,1,1,0,WB,2
CUL2,1,1,1,WBK,3
DIAPH1,1,1,1,WBK,3
EGLN2,1,1,1,WBK,3
EGLN3,1,1,0,WB,2
ELOB,1,0,1,WK,2
RBX1,1,1,1,WBK,3
SFPQ,1,1,0,WB,2
TFE3,1,0,1,WK,2
TFEB,1,0,0,W,1
AP2A2,1,1,0,WB,2
AP2B1,1,1,0,WB,2
AP2M1,1,1,1,WBK,3
ATP1A2,1,1,0,WB,2
CACNA1A,1,1,1,WBK,3
CACNA1B,1,1,1,WBK,3
CLN8,1,0,0,W,1
CLTA,1,1,1,WBK,3
CLTCL1,1,1,0,WB,2
CPLX1,1,1,0,WB,2
CPLX2,1,0,1,WK,2
CPLX3,1,0,0,W,1
DNM1,1,1,1,WBK,3
DNM1L,1,1,1,WBK,3
DNM2,1,1,1,WBK,3
DNM3,1,1,0,WB,2
NSF,1,1,1,WBK,3
PARK7,1,1,1,WBK,3
RAB3A,1,1,1,WBK,3
RIMS1,1,1,1,WBK,3
SLC17A6,1,1,0,WB,2
SLC17A7,1,1,0,WB,2
SLC17A8,1,1,1,WBK,3
SLC18A1,1,1,1,WBK,3
SLC18A2,1,1,0,WB,2
SLC18A3,1,1,0,WB,2
SLC22A3,1,1,0,WB,2
SLC32A1,1,1,1,WBK,3
SLC38A1,1,1,0,WB,2
STX1B,1,1,1,WBK,3
STX2,1,1,0,WB,2
STX3,1,1,0,WB,2
SYN1,1,1,0,WB,2
SYN2,1,1,0,WB,2
SYN3,1,1,0,WB,2
SYP,1,0,0,W,1
SYT1,1,1,1,WBK,3
UNC13C,1,0,0,W,1
ABCG2,1,1,1,WBK,3
AQP1,1,1,1,WBK,3
ATP1A1,1,1,0,WB,2
ATP1B1,1,1,0,WB,2
ATP6V0A4,1,1,0,WB,2
ATP6V0B,1,1,0,WB,2
ATP6V0C,1,1,1,WBK,3
ATP6V0D2,1,1,1,WBK,3
